name,code,close,rate,premium,tag,mtexp,fundfirm,listdate,index,avgamount,m1,y0,y1,y3,y5,scale
黄金ETF,518880,4.405,10034,10000,商品，黄金,0.60%,华安基金,2013-07-29,黄金9999指数,73676.01,9690,11051,11556,10974,16303,104.07
纳指ETF,513100,1.122,9947,10000,跨境，美国,0.80%,国泰基金,2013-05-15,纳斯达克100指数,47728.1,9833,14043,14078,12005,21880,85.5
豆粕ETF,159985,2.216,10160,9989,商品，农产品,0.60%,华夏基金,2019-12-05,大商所豆粕期货价格指数,12999.73,9548,11025,12527,19286,10000,5.06
医疗ETF,512170,0.424,10024,9976,行业，医药,0.60%,华宝基金,2019-06-17,中证医疗指数,53104.57,10521,8346,9339,5686,10000,226.83
煤炭ETF,515220,2.237,10040,9994,行业，煤炭，资源,0.60%,国泰基金,2020-03-02,中证煤炭指数,12722.13,10068,10507,8657,20542,10000,38.25
创新药ETF,159992,0.874,10046,9990,行业，医药,0.55%,银华基金,2020-04-10,CS创新药指数,39881.66,10966,9328,10646,6288,10000,77.31
科创50ETF,588000,0.934,9905,9999,宽基，中小盘，科创板,0.60%,华夏基金,2020-11-16,科创50指数,230599.05,9884,9312,9659,10000,10000,671.92
通信ETF,515880,1.107,9866,9990,行业，TMT，通信,0.60%,国泰基金,2019-09-06,通信设备指数,15397.48,9973,13451,13289,9334,10000,32.82
半导体ETF,512480,0.839,9988,9987,行业，半导体，芯片,0.60%,国联安基金,2019-06-12,半导体指数,104355.78,10000,10182,10756,7867,10000,247.29
沪深300ETF,510300,3.736,9907,10006,宽基，大盘股,0.60%,华泰柏瑞基金,2012-05-28,沪深300指数,357033.48,9749,9636,9861,7990,12501,718.71
酒ETF,512690,0.751,9779,9993,行业，食品饮料，酒,0.60%,鹏华基金,2019-05-06,中证酒指数,57691.78,9181,8835,9653,10484,10000,126.68
恒生科技指数ETF,513180,0.538,9711,10000,跨境，香港，科技,0.65%,华夏基金,2021-05-25,恒生科技指数,165320.32,9556,9800,11570,10000,10000,185.95
医药ETF,512010,0.435,9954,9983,行业，医药,0.60%,易方达基金,2013-10-28,300医药指数,57591.18,10533,9100,10140,6105,11125,185.87
中概互联网ETF,513050,1.012,9721,10000,跨境，中概股,0.85%,易方达基金,2017-01-18,中国互联网50指数,65755.75,9740,9721,10720,4833,8650,345.76
光伏ETF,515790,0.988,9811,9991,主题，光伏，新兴产业,0.60%,华泰柏瑞基金,2020-12-18,光伏产业指数,37196.58,9677,7191,6500,10000,10000,164.95
军工ETF,512660,0.981,9849,10013,行业，军工,0.60%,国泰基金,2016-08-08,中证军工指数,23938.19,9361,9117,8984,8501,15425,103.31
芯片ETF,159995,0.975,9990,9990,行业，半导体，芯片,0.60%,华夏基金,2020-02-10,国证芯片指数,40848.22,9990,9750,10125,7933,10000,249.82
纳指ETF,159941,0.847,9941,10000,跨境，美国,1.05%,广发基金,2015-07-13,纳斯达克100指数,46372.64,9849,14117,14093,12460,21059,170.26
