name,code,close,rate,premium,tag,mtexp,fundfirm,listdate,index,avgamount,m1,y0,y1,y3,y5,scale
纳指ETF,513100,1.112,9946,10000,跨境，美国,0.80%,国泰基金,2013-05-15,纳斯达克100指数,37706.76,10662,13917,13865,14624,22611,62.11
通信ETF,515880,1.306,10077,10005,行业，TMT，通信,0.60%,国泰基金,2019-09-06,通信设备指数,26189.62,11507,15869,14273,10758,10000,19.35
沪深300ETF,510300,3.934,10018,9992,宽基，大盘股,0.60%,华泰柏瑞基金,2012-05-28,沪深300指数,157032.28,10184,10146,8838,9225,12539,670.98
科创50ETF,588000,1.061,10057,10002,宽基，中小盘，科创板,0.60%,华夏基金,2020-11-16,科创50指数,260029.56,9645,10578,9291,10000,10000,560.59
医疗ETF,512170,0.426,10047,10009,行业，医药,0.60%,华宝基金,2019-06-17,中证医疗指数,48940.29,9488,8386,7076,6403,10000,190.7
酒ETF,512690,0.789,10064,10005,行业，食品饮料，酒,0.60%,鹏华基金,2019-05-06,中证酒指数,60429.15,10102,9282,8557,13428,10000,122.16
游戏ETF,159869,1.364,10059,10005,主题，游戏,0.60%,华夏基金,2021-03-05,动漫游戏指数,103197.05,8968,17877,16860,10000,10000,14.37
光伏ETF,515790,1.231,9864,9975,主题，光伏，新兴产业,0.60%,华泰柏瑞基金,2020-12-18,光伏产业指数,68113.24,10441,8959,7224,10000,10000,167.47
豆粕ETF,159985,2.014,9815,10000,商品，农产品,0.60%,华夏基金,2019-12-05,大商所豆粕期货价格指数,7916.01,11737,10020,13338,20020,10000,5.53
半导体ETF,512480,0.918,10211,9999,行业，半导体，芯片,0.60%,国联安基金,2019-06-12,半导体指数,137035.68,9745,11141,9367,8563,10000,194.83
中概互联网ETF,513050,1.023,10029,10000,跨境，中概股,0.85%,易方达基金,2017-01-18,中国互联网50指数,81424.55,10109,9827,8662,5456,6954,384.27
人工智能ETF,159819,0.932,10253,10027,主题，新兴产业，人工智能,0.20%,易方达基金,2020-09-23,CS人工智能指数,27124.17,10175,13848,11933,10000,10000,25.32
创业板ETF,159915,2.174,10014,9986,宽基，中小盘,0.60%,易方达基金,2011-12-09,创业板指,130054.39,9995,9539,7905,9134,14630,336.25
标普500ETF,513500,1.516,9961,10000,跨境，美国,0.85%,博时基金,2014-01-15,标准普尔500指数,18641.89,10737,12080,12570,14640,18145,61.88
电力ETF,159611,0.941,9926,10017,行业，电力,0.60%,广发基金,2022-01-07,电力指数,29452.5,9947,10904,10184,10000,10000,20.28
创业板50ETF,159949,0.945,10032,9993,宽基，中小盘,0.60%,华安基金,2016-07-22,创业板50指数,50331.46,10032,9184,7572,9926,16463,175.46
军工ETF,512660,1.134,10018,9987,行业，军工,0.60%,国泰基金,2016-08-08,中证军工指数,45892.27,10500,10539,9434,13232,16017,109.42
新能源车ETF,515030,1.556,10071,10006,主题，新兴产业，新能源车,0.60%,华夏基金,2020-03-04,CS新能车指数,30630.63,10097,9273,6416,15375,10000,116.54
黄金ETF,518880,4.364,10014,9999,商品，黄金,0.60%,华安基金,2013-07-29,黄金9999指数,53398.6,9975,10948,11481,11147,16326,101.12
恒生科技指数ETF,513180,0.553,9982,10000,跨境，香港，科技,0.65%,华夏基金,2021-05-25,恒生科技指数,175066.08,10759,10073,8834,10000,10000,196.92
5GETF,515050,1.089,10178,10011,主题，新兴产业，5G,0.60%,华夏基金,2019-10-16,5G通信指数,10227.4,11146,13785,11850,8396,10000,89.74
纳指ETF,159941,0.837,9929,10000,跨境，美国,1.05%,广发基金,2015-07-13,纳斯达克100指数,42767.77,10649,13950,14044,14767,21298,147.59
恒生互联网ETF,513330,0.427,10023,10000,跨境，香港，互联网,0.65%,华夏基金,2021-02-08,恒生互联网科技业指数,191710.45,10339,9222,8011,10000,10000,294.43
传媒ETF,512980,0.867,10081,10016,行业，TMT，传媒,0.60%,广发基金,2018-01-19,中证传媒指数,22219.51,9283,14474,13718,9069,10691,48.01
云计算ETF,516510,1.2,10050,10000,主题，TMT，互联网,0.20%,易方达基金,2021-04-07,云计算指数,13932.87,10076,14963,15464,10000,10000,6.37
恒生科技ETF,513130,0.552,9982,10000,跨境，香港，科技,0.25%,华泰柏瑞基金,2021-06-01,恒生科技指数,115605.22,10802,10091,8804,10000,10000,112.17
软件ETF,515230,0.999,10111,10016,主题，新兴产业，软件,0.60%,国泰基金,2021-03-02,软件指数,13759.76,9737,12726,12742,10000,10000,10.73
教育ETF,513360,0.55,10110,10000,跨境，教育,0.65%,博时基金,2021-06-17,中国教育人民币指数,6409.99,9946,10436,13547,10000,10000,4.65
证券ETF,512880,0.891,10000,9988,行业，金融，证券,0.60%,国泰基金,2016-08-08,证券公司指数,73603.99,9911,10253,9214,7256,12156,321.48
恒生ETF,159920,1.139,10000,10000,跨境，香港,0.75%,华夏基金,2012-10-22,香港恒生指数,57999.28,10430,10152,9604,7850,7959,167.13
创业板成长ETF,159967,0.53,9944,10008,策略，动量，成长,0.60%,华夏基金,2019-07-15,创成长指数,12277.87,9962,9414,7539,11076,10000,37.01
恒生医疗ETF,513060,0.509,10367,10000,跨境，香港，医药，医疗保健,0.65%,博时基金,2021-03-29,恒生医疗保健指数,121423.18,9941,8497,8372,10000,10000,79.55
医药ETF,512010,0.432,10070,10021,行业，医药,0.60%,易方达基金,2013-10-28,300医药指数,50646.39,9752,9038,7552,6852,9215,145.47
德国ETF,513030,1.249,9913,10000,跨境，德国,1.00%,华安基金,2014-09-05,德国DAX指数,2473.07,10426,12091,13695,11861,11828,3.68
科创芯片ETF,588200,1.286,10231,10022,行业，半导体，芯片，科创板,0.60%,嘉实基金,2022-10-26,科创芯片指数,47729.91,9512,12510,10000,10000,10000,14.89
日经ETF,513520,1.267,9868,10000,跨境，日本,0.25%,华夏基金,2019-06-25,日经225指数,6501.28,10360,12349,13035,11786,10000,0.701
家电ETF,159996,1.17,9974,9990,行业，家电,0.60%,国泰基金,2020-03-16,家用电器指数,16672.73,10803,11630,10095,10924,10000,29.88
游戏ETF,516010,1.349,10060,10001,主题，游戏,0.60%,国泰基金,2021-03-05,动漫游戏指数,24109.01,8993,17634,16532,10000,10000,6.03
消费ETF,159928,0.948,10042,10015,行业，消费，必选消费,0.60%,汇添富基金,2013-09-16,中证消费指数,16792.55,10161,9080,8151,9711,17687,107.59
房地产ETF,512200,0.611,9903,10026,行业，金融，房地产,0.60%,南方基金,2017-09-25,房地产指数,14313.33,9668,8486,7884,6418,8125,40.34
