fund_id,fund_nm,index_id,fee,m_fee,t_fee,creation_unit,issuer_nm,urls,eval_flg,ex_dt,ex_info,amount,amount_notes,unit_total,unit_incr,price,volume,last_dt,last_time,increase_rt,estimate_value,last_est_time,discount_rt,fund_nav,nav_dt,index_nm,index_increase_rt,idx_price_dt,owned,holded,pe,pb
159531,中证2000,-,0.60,0.50,0.10,400.0,南方基金,https://www.nffund.com/main/jjcp/fundproduct/159531.shtml,Y,,,7261,,0.76,0.00,1.052,3534.11,2023-12-04,15:14:30,0.00,1.0519,15:37:57,0.01,1.0502,2023-12-01,中证2000,0.16,2023-12-04,0,0,-,-
159532,2000E,-,0.60,0.50,0.10,200.0,易方达,https://www.efunds.com.cn/fund/159532.shtml,Y,,,8556,,0.91,-0.06,1.067,3777.08,2023-12-04,15:14:33,0.19,1.0682,15:37:57,-0.11,1.0665,2023-12-01,中证2000,0.16,2023-12-04,0,0,-,-
159535,2000指数,-,0.60,0.50,0.10,300.0,嘉实基金,https://www.efunds.com.cn/fund/159532.shtml,Y,,,5898,,0.63,0.00,1.063,2229.19,2023-12-04,15:14:36,0.57,1.0592,15:37:57,0.36,1.0575,2023-12-01,中证2000,0.16,2023-12-04,0,0,-,-
159536,CSI2000,-,0.60,0.50,0.10,400.0,汇添富,https://www.99fund.com/main/products/pofund/159536/fundgk.shtml,Y,,,16526,,1.76,-0.09,1.066,4452.79,2023-12-04,15:14:42,0.47,1.0626,15:37:57,0.32,1.0624,2023-12-04,中证2000,0.16,2023-12-04,0,0,-,-
159601,A50,-,0.60,0.50,0.10,260.0,华夏基金,https://www.chinaamc.com/fund/159601/index.shtml,Y,,,545199,,37.67,0.13,0.691,5700.05,2023-12-04,15:14:45,-0.58,0.6899,15:37:57,0.17,0.6943,2023-12-01,中国A50互联互通,-0.64,2023-12-04,0,0,-,-
159602,中国A50,-,0.60,0.50,0.10,200.0,南方基金,http://www.nffund.com/main/jjcp/fundproduct/159602.shtml,Y,,,190054,,13.11,0.03,0.690,566.04,2023-12-04,15:14:48,-0.43,0.6880,15:37:57,0.30,0.6924,2023-12-01,中国A50互联互通,-0.64,2023-12-04,0,0,-,-
159603,双创天弘,-,0.60,0.50,0.10,100.0,天弘基金,http://www.thfund.com.cn/fundinfo/159603,Y,,,246007,,18.79,0.02,0.764,365.42,2023-12-04,15:14:48,-1.04,0.7649,15:37:57,-0.12,0.7649,2023-12-04,科创创业50,-1.06,2023-12-04,0,0,-,-
159606,500成长,-,0.60,0.50,0.10,100.0,易方达,https://www.efunds.com.cn/fund/159606.shtml,Y,,,59122,,4.49,-0.02,0.759,608.79,2023-12-04,15:14:12,-0.65,0.7598,15:37:57,-0.10,0.7635,2023-12-01,500质量,-0.49,2023-12-04,0,0,-,-
159608,稀有金属,-,0.60,0.50,0.10,80.0,广发基金,http://www.gffunds.com.cn/funds/?fundcode=159608&fromSearch=1,Y,,,45841,,2.56,0.01,0.559,1288.32,2023-12-04,15:14:03,0.90,0.5587,15:37:57,0.06,0.5540,2023-12-01,CS稀金属,0.84,2023-12-04,0,0,-,-
159609,光伏龙头,-,0.60,0.50,0.10,0.0,浦银安盛,https://www.py-axa.com/productDetails?fundCode=159609,Y,,,52790,,2.62,0.00,0.496,882.73,2023-12-04,15:14:06,-1.00,0.4962,15:37:57,-0.04,0.5020,2023-12-01,光伏产业,-1.16,2023-12-04,0,0,-,-
159610,500增强,000905,0.60,0.50,0.10,100.0,景顺长城,http://www.igwfmc.com/main/jjcp/product/159610/detail.html,Y,,,58857,,4.54,0.05,0.772,2256.21,2023-12-04,15:14:51,0.26,0.7698,15:37:57,0.28,0.7709,2023-12-01,中证500,-0.14,2023-12-04,0,0,-,-
159611,电力ETF,-,0.60,0.50,0.10,80.0,广发基金,http://www.gffunds.com.cn/funds/?fundcode=159611&fromSearch=1,Y,,,229116,,19.80,-0.04,0.864,4326.47,2023-12-04,15:14:54,-0.46,0.8667,15:37:57,-0.31,0.8673,2023-12-01,电力指数,-0.07,2023-12-04,0,0,-,-
159613,嘉实信安,399994,0.60,0.50,0.10,100.0,嘉实基金,https://www.jsfund.cn/main/fund/159613/fundManager.shtml,Y,,,9959,,0.82,0.00,0.828,489.82,2023-12-04,15:15:00,0.49,0.8285,15:37:57,-0.06,0.8234,2023-12-01,信息安全,0.62,2023-12-04,0,0,-,-
159616,农牧ETF,-,0.60,0.50,0.10,100.0,建信基金,https://www.ccbfund.cn/fund_info/info.jspx?fundCode=159616,Y,,,11856,,0.87,0.00,0.731,394.32,2023-12-04,15:14:09,0.27,0.7306,15:37:57,0.05,0.7302,2023-12-01,农牧主题,0.06,2023-12-04,0,0,-,-
159617,500价值,-,0.60,0.50,0.10,100.0,华夏基金,http://www.chinaamc.com/fund/159617/index.shtml,Y,,,5742,,0.61,0.00,1.056,201.34,2023-12-04,15:14:03,-0.38,1.0570,15:37:57,-0.09,1.0590,2023-12-01,500价值稳健,-0.19,2023-12-04,0,0,-,-
159618,光伏华安,-,0.60,0.50,0.10,100.0,华安基金,https://www.huaan.com.cn/funds/159618/index.shtml,Y,,,27313,,1.87,0.02,0.684,242.57,2023-12-04,15:14:15,-1.01,0.6824,15:37:57,0.24,0.6904,2023-12-01,光伏产业,-1.16,2023-12-04,0,0,-,-
159619,基建ETF,-,0.60,0.50,0.10,100.0,国泰基金,https://e.gtfund.com/Etrade/Jijin/view/id/159619,Y,,,28998,,2.44,0.00,0.843,3290.45,2023-12-04,15:14:06,-0.12,0.8425,15:37:57,0.06,0.8444,2023-12-01,中证基建,-0.23,2023-12-04,0,0,-,-
