fund_id,fund_nm,index_id,fee,m_fee,t_fee,creation_unit,issuer_nm,urls,eval_flg,ex_dt,ex_info,amount,amount_notes,unit_total,unit_incr,price,volume,last_dt,last_time,increase_rt,estimate_value,last_est_time,discount_rt,fund_nav,nav_dt,index_nm,index_increase_rt,idx_price_dt,owned,holded,pe,pb
159601,A50,-,0.60,0.50,0.10,260.0,华夏基金,https://www.chinaamc.com/fund/159601/index.shtml,Y,,,531939,,40.59,-0.06,0.763,5749.40,2023-09-13,15:14:39,-0.52,0.7632,15:37:55,-0.02,0.7674,2023-09-12,中国A50互联互通,-0.55,2023-09-13,0,0,-,-
159602,中国A50,-,0.60,0.50,0.10,200.0,南方基金,http://www.nffund.com/main/jjcp/fundproduct/159602.shtml,Y,,,195454,,14.85,0.00,0.760,1084.91,2023-09-13,15:14:21,-0.65,0.7614,15:37:55,-0.18,0.7656,2023-09-12,中国A50互联互通,-0.55,2023-09-13,0,0,-,-
159603,双创天弘,-,0.60,0.50,0.10,100.0,天弘基金,http://www.thfund.com.cn/fundinfo/159603,Y,,,240807,,19.10,0.06,0.793,214.26,2023-09-13,15:14:24,-1.25,0.7926,15:37:55,0.05,0.8019,2023-09-12,科创创业50,-1.16,2023-09-13,0,0,-,-
159606,500成长,-,0.60,0.50,0.10,100.0,易方达,https://www.efunds.com.cn/fund/159606.shtml,Y,,,62422,,4.88,0.00,0.782,714.32,2023-09-13,15:14:30,-0.76,0.7813,15:37:55,0.09,0.7879,2023-09-12,500质量,-0.84,2023-09-13,0,0,-,-
159608,稀有金属,-,0.60,0.50,0.10,80.0,广发基金,http://www.gffunds.com.cn/funds/?fundcode=159608&fromSearch=1,Y,,,41921,,2.54,-0.03,0.606,903.35,2023-09-13,15:14:48,-0.98,0.6046,15:37:55,0.23,0.6117,2023-09-12,CS稀金属,-1.16,2023-09-13,0,0,-,-
159609,光伏龙头,-,0.60,0.50,0.10,0.0,浦银安盛,https://www.py-axa.com/productDetails?fundCode=159609,Y,,,47290,,2.78,-0.01,0.588,773.19,2023-09-13,15:14:27,-1.18,0.5862,15:37:55,0.31,0.5934,2023-09-12,光伏产业,-1.22,2023-09-13,0,0,-,-
159610,500增强,000905,0.60,0.50,0.10,100.0,景顺长城,http://www.igwfmc.com/main/jjcp/product/159610/detail.html,Y,,,58657,,4.69,-0.02,0.799,1698.69,2023-09-13,15:14:09,-0.75,0.7982,15:37:55,0.10,0.8059,2023-09-12,中证500,-0.96,2023-09-13,0,0,-,-
159611,电力ETF,-,0.60,0.50,0.10,80.0,广发基金,http://www.gffunds.com.cn/funds/?fundcode=159611&fromSearch=1,Y,,,274796,,24.57,-0.01,0.894,6597.93,2023-09-13,15:14:51,0.11,0.8937,15:37:55,0.03,0.8932,2023-09-12,电力指数,0.06,2023-09-13,0,0,-,-
159613,嘉实信安,399994,0.60,0.50,0.10,100.0,嘉实基金,https://www.jsfund.cn/main/fund/159613/fundManager.shtml,Y,,,11059,,0.93,0.00,0.843,704.30,2023-09-13,15:14:33,-2.66,0.8435,15:37:55,-0.05,0.8665,2023-09-12,信息安全,-2.66,2023-09-13,0,0,-,-
159616,农牧ETF,-,0.60,0.50,0.10,100.0,建信基金,https://www.ccbfund.cn/fund_info/info.jspx?fundCode=159616,Y,,,11956,,0.90,0.00,0.755,123.89,2023-09-13,15:14:33,-0.79,0.7556,15:37:55,-0.08,0.7612,2023-09-12,农牧主题,-0.74,2023-09-13,0,0,-,-
159617,500价值,-,0.60,0.50,0.10,100.0,华夏基金,http://www.chinaamc.com/fund/159617/index.shtml,Y,,,4442,,0.47,0.00,1.064,130.67,2023-09-13,15:14:39,-0.56,1.0663,15:37:55,-0.21,1.0712,2023-09-12,500价值稳健,-0.46,2023-09-13,0,0,-,-
159618,光伏华安,-,0.60,0.50,0.10,100.0,华安基金,https://www.huaan.com.cn/funds/159618/index.shtml,Y,,,26413,,2.13,-0.01,0.807,273.15,2023-09-13,15:14:42,-1.34,0.8071,15:37:55,-0.02,0.8171,2023-09-12,光伏产业,-1.22,2023-09-13,0,0,-,-
159619,基建ETF,-,0.60,0.50,0.10,100.0,国泰基金,https://e.gtfund.com/Etrade/Jijin/view/id/159619,Y,,,32798,,3.11,-0.01,0.949,3430.55,2023-09-13,15:14:36,-0.52,0.9508,15:37:55,-0.19,0.9553,2023-09-12,中证基建,-0.47,2023-09-13,0,0,-,-
159620,500创新,-,0.60,0.50,0.10,100.0,华夏基金,https://www.chinaamc.com/fund/159620/index.shtml,Y,,,2614,,0.23,0.00,0.883,39.79,2023-09-13,15:14:45,-1.01,0.8811,15:37:55,0.21,0.8903,2023-09-12,500成长创新,-1.03,2023-09-13,0,0,-,-
159623,成渝ETF,-,0.45,0.40,0.05,100.0,博时基金,https://www.bosera.com/fund/159623.html,Y,,,396127,,32.80,0.00,0.828,973.50,2023-09-13,15:14:39,-0.60,0.8262,15:37:55,0.21,0.8323,2023-09-12,成渝经济圈,-0.73,2023-09-13,0,0,-,-
159625,绿色电力,399438,0.60,0.50,0.10,40.0,嘉实基金,https://www.jsfund.cn/main/fund/159625/fundManager.shtml,Y,,,40051,,4.21,-0.01,1.052,3703.57,2023-09-13,15:14:12,-0.19,1.0543,15:37:55,-0.22,1.0559,2023-09-12,绿色电力,-0.15,2023-09-13,0,0,-,-
159627,中证100,000903,0.60,0.50,0.10,200.0,华夏基金,https://www.chinaamc.com/fund/159627/index.shtml,Y,,,3512,,0.35,0.00,0.994,431.42,2023-09-13,15:14:42,-0.70,0.9943,15:37:55,-0.03,1.0007,2023-09-12,中证100,-0.64,2023-09-13,0,0,-,-
159628,国证2000,399303,0.60,0.50,0.10,300.0,万家基金,https://www.wjasset.com/products/etf/159628/index.html,Y,,,125328,,12.16,-0.35,0.970,13023.27,2023-09-13,15:14:54,-1.62,0.9725,15:37:55,-0.26,0.9860,2023-09-12,国证2000,-1.37,2023-09-13,0,0,-,-
159629,1000ETF,000852,0.60,0.50,0.10,300.0,富国基金,https://www.fullgoal.com.cn/funds/zhishu/159629/index.html,Y,,,278125,1拆0.752079,68.11,-0.49,2.449,88050.59,2023-09-13,15:14:15,-1.41,2.4526,15:37:55,-0.15,2.4854,2023-09-12,中证1000,-1.32,2023-09-13,0,0,-,-
159630,中证100F,000903,0.20,0.15,0.05,200.0,汇添富,https://www.99fund.com/main/products/pofund/159630/fundgk.shtml,Y,,,2311,,0.24,0.00,1.032,372.85,2023-09-13,15:14:45,-0.86,1.0337,15:37:55,-0.17,1.0404,2023-09-12,中证100,-0.64,2023-09-13,0,0,-,-
159631,中证100P,000903,0.60,0.50,0.10,200.0,招商基金,http://www.cmfchina.com/main/159631/fundinfo.shtml,Y,,,24533,,2.24,0.00,0.914,1837.13,2023-09-13,15:14:18,-0.54,0.9144,15:37:55,-0.04,0.9203,2023-09-12,中证100,-0.64,2023-09-13,0,0,-,-
159633,ZZ1000,000852,0.60,0.50,0.10,280.0,易方达,https://www.efunds.com.cn/fund/159633.shtml,Y,,,317916,1拆0.753236,77.73,-0.22,2.445,78530.57,2023-09-13,15:15:00,-1.29,2.4454,15:37:55,-0.02,2.4781,2023-09-12,中证1000,-1.32,2023-09-13,0,0,-,-
159635,基建50,-,0.60,0.50,0.10,100.0,华夏基金,https://www.chinaamc.com/fund/159635/index.shtml,Y,,,17085,,1.73,0.00,1.013,1778.93,2023-09-13,15:14:48,-0.39,1.0137,15:37:55,-0.07,1.0185,2023-09-12,中证基建,-0.47,2023-09-13,0,0,-,-
