fund_id,fund_nm,index_id,fee,m_fee,t_fee,creation_unit,issuer_nm,urls,eval_flg,ex_dt,ex_info,amount,amount_notes,unit_total,unit_incr,price,volume,last_dt,last_time,increase_rt,estimate_value,last_est_time,discount_rt,fund_nav,nav_dt,index_nm,index_increase_rt,idx_price_dt,owned,holded,pe,pb
159531,中证2000,-,0.60,0.50,0.10,400.0,南方基金,https://www.nffund.com/main/jjcp/fundproduct/159531.shtml,Y,,,7261,,0.75,0.00,1.038,3237.24,2023-12-06,15:14:48,0.78,1.0371,20:50:01,0.11,1.0369,2023-12-06,中证2000,0.50,2023-12-06,0,0,-,-
159532,2000E,-,0.60,0.50,0.10,200.0,易方达,https://www.efunds.com.cn/fund/159532.shtml,Y,,,9956,,1.05,-0.02,1.051,1854.24,2023-12-06,15:14:09,0.48,1.0512,20:50:01,-0.05,1.0515,2023-12-06,中证2000,0.50,2023-12-06,0,0,-,-
159535,2000指数,-,0.60,0.50,0.10,300.0,嘉实基金,https://www.efunds.com.cn/fund/159532.shtml,Y,,,5898,,0.62,0.00,1.049,1620.86,2023-12-06,15:14:48,0.48,1.0474,20:50:01,0.08,1.0482,2023-12-06,中证2000,0.50,2023-12-06,0,0,-,-
159536,CSI2000,-,0.60,0.50,0.10,400.0,汇添富,https://www.99fund.com/main/products/pofund/159536/fundgk.shtml,Y,,,16526,,1.74,0.00,1.052,3426.18,2023-12-06,15:14:09,0.38,1.0479,20:50:01,0.40,1.0478,2023-12-06,中证2000,0.50,2023-12-06,0,0,-,-
159601,A50,-,0.60,0.50,0.10,260.0,华夏基金,https://www.chinaamc.com/fund/159601/index.shtml,Y,,,549359,,37.19,0.23,0.677,6340.51,2023-12-06,15:14:18,-0.15,0.6774,20:50:01,-0.06,0.6774,2023-12-06,中国A50互联互通,0.23,2023-12-06,0,0,-,-
159602,中国A50,-,0.60,0.50,0.10,200.0,南方基金,http://www.nffund.com/main/jjcp/fundproduct/159602.shtml,Y,,,190254,,12.84,0.01,0.675,1133.06,2023-12-06,15:14:21,0.00,0.6753,20:50:01,-0.06,0.6754,2023-12-06,中国A50互联互通,0.23,2023-12-06,0,0,-,-
159603,双创天弘,-,0.60,0.50,0.10,100.0,天弘基金,http://www.thfund.com.cn/fundinfo/159603,Y,,,246007,,18.43,0.00,0.749,190.22,2023-12-06,15:14:27,-0.40,0.7509,20:50:01,-0.27,0.7510,2023-12-06,科创创业50,0.15,2023-12-06,0,0,-,-
159606,500成长,-,0.60,0.50,0.10,100.0,易方达,https://www.efunds.com.cn/fund/159606.shtml,Y,,,59022,,4.43,0.00,0.750,608.47,2023-12-06,15:14:30,0.27,0.7515,20:50:01,-0.21,0.7516,2023-12-06,500质量,0.42,2023-12-06,0,0,-,-
159608,稀有金属,-,0.60,0.50,0.10,80.0,广发基金,http://www.gffunds.com.cn/funds/?fundcode=159608&fromSearch=1,Y,,,45921,,2.64,0.00,0.575,2794.56,2023-12-06,15:14:57,3.23,0.5743,20:50:01,0.14,0.5742,2023-12-06,CS稀金属,3.78,2023-12-06,0,0,-,-
159609,光伏龙头,-,0.60,0.50,0.10,0.0,浦银安盛,https://www.py-axa.com/productDetails?fundCode=159609,Y,,,54090,,2.66,0.06,0.492,1298.57,2023-12-06,15:14:51,0.82,0.4924,20:50:01,-0.06,0.4923,2023-12-06,光伏产业,1.20,2023-12-06,0,0,-,-
159610,500增强,000905,0.60,0.50,0.10,100.0,景顺长城,http://www.igwfmc.com/main/jjcp/product/159610/detail.html,Y,,,58157,,4.41,0.00,0.759,2763.11,2023-12-06,15:14:30,-0.26,0.7614,20:50:01,-0.32,0.7614,2023-12-06,中证500,0.39,2023-12-06,0,0,-,-
159611,电力ETF,-,0.60,0.50,0.10,80.0,广发基金,http://www.gffunds.com.cn/funds/?fundcode=159611&fromSearch=1,Y,,,228796,,19.54,-0.01,0.854,4465.40,2023-12-06,15:14:33,-0.35,0.8564,15:37:53,-0.28,0.8594,2023-12-05,电力指数,-0.35,2023-12-06,0,0,-,-
159613,嘉实信安,399994,0.60,0.50,0.10,100.0,嘉实基金,https://www.jsfund.cn/main/fund/159613/fundManager.shtml,Y,,,10059,,0.80,0.01,0.800,395.34,2023-12-06,15:14:36,0.00,0.7983,20:50:01,0.21,0.7983,2023-12-06,信息安全,-0.03,2023-12-06,0,0,-,-
159616,农牧ETF,-,0.60,0.50,0.10,100.0,建信基金,https://www.ccbfund.cn/fund_info/info.jspx?fundCode=159616,Y,,,11856,,0.87,0.00,0.735,703.96,2023-12-06,15:14:36,1.94,0.7359,20:50:01,-0.07,0.7355,2023-12-06,农牧主题,1.97,2023-12-06,0,0,-,-
159617,500价值,-,0.60,0.50,0.10,100.0,华夏基金,http://www.chinaamc.com/fund/159617/index.shtml,Y,,,5742,,0.60,0.00,1.043,197.19,2023-12-06,15:14:54,-0.10,1.0441,20:50:01,-0.11,1.0441,2023-12-06,500价值稳健,0.23,2023-12-06,0,0,-,-
159618,光伏华安,-,0.60,0.50,0.10,100.0,华安基金,https://www.huaan.com.cn/funds/159618/index.shtml,Y,,,27313,,1.85,0.00,0.678,222.46,2023-12-06,15:14:57,-0.73,0.6769,20:50:01,0.18,0.6768,2023-12-06,光伏产业,1.20,2023-12-06,0,0,-,-
159619,基建ETF,-,0.60,0.50,0.10,100.0,国泰基金,https://e.gtfund.com/Etrade/Jijin/view/id/159619,Y,,,28998,,2.40,0.00,0.826,2993.46,2023-12-06,15:14:39,-0.12,0.8265,20:50:01,-0.08,0.8267,2023-12-06,中证基建,-0.07,2023-12-06,0,0,-,-
