name,code,close,rate,premium,tag,mtexp,fundfirm,listdate,index,avgamount,m1,y0,y1,y3,y5,scale
纳指ETF,513100,1.149,10132,10000,跨境，美国,0.80%,国泰基金,2013-05-15,纳斯达克100指数,59612.01,10455,14380,12939,14887,21712,85.5
豆粕ETF,159985,2.151,9954,9990,商品，农产品,0.60%,华夏基金,2019-12-05,大商所豆粕期货价格指数,12772.09,11393,10701,13683,21068,10000,5.06
酒ETF,512690,0.852,10000,9991,行业，食品饮料，酒,0.60%,鹏华基金,2019-05-06,中证酒指数,117057.63,11108,10024,10327,13263,10000,126.68
沪深300ETF,510300,4.084,10039,9997,宽基，大盘股,0.60%,华泰柏瑞基金,2012-05-28,沪深300指数,452912.65,10583,10533,9830,9055,12404,718.71
科创50ETF,588000,1.015,10079,10018,宽基，中小盘，科创板,0.60%,华夏基金,2020-11-16,科创50指数,282122.04,9694,10120,8911,10000,10000,671.92
证券ETF,512880,1.013,9961,9978,行业，金融，证券,0.60%,国泰基金,2016-08-08,证券公司指数,259120.45,11738,11657,11169,8263,13507,329.09
医疗ETF,512170,0.43,9954,10005,行业，医药,0.60%,华宝基金,2019-06-17,中证医疗指数,63106.6,10263,8465,8175,5834,10000,226.83
黄金ETF,518880,4.409,10011,10000,商品，黄金,0.60%,华安基金,2013-07-29,黄金9999指数,50585.14,10152,11061,11760,10563,16507,104.07
通信ETF,515880,1.178,10000,9999,行业，TMT，通信,0.60%,国泰基金,2019-09-06,通信设备指数,19481.71,9182,14313,12735,9439,10000,32.82
煤炭ETF,515220,2.124,9962,9990,行业，煤炭，资源,0.60%,国泰基金,2020-03-02,中证煤炭指数,16013.47,10437,9977,9110,20538,10000,38.25
标普500ETF,513500,1.539,10033,10000,跨境，美国,0.85%,博时基金,2014-01-15,标准普尔500指数,22018.44,10287,12263,11802,14492,17196,71.88
光伏ETF,515790,1.178,10077,10009,主题，光伏，新兴产业,0.60%,华泰柏瑞基金,2020-12-18,光伏产业指数,64256.02,9569,8574,6708,10000,10000,164.95
上证50ETF,510050,2.731,10015,9994,宽基，大盘股,0.60%,华夏基金,2005-02-23,上证50指数,262474.17,10773,10310,9794,8686,11407,576.21
中概互联网ETF,513050,1.118,10229,10000,跨境，中概股,0.85%,易方达基金,2017-01-18,中国互联网50指数,132140.41,11147,10740,10750,5769,7438,345.76
半导体ETF,512480,0.888,10114,10016,行业，半导体，芯片,0.60%,国联安基金,2019-06-12,半导体指数,145781.97,10034,10777,9631,7807,10000,247.29
