,nlmy,jchg,gt,ysjs,dz,jydq,spyl,fzfs,qgzz,yysw,gysy,jtys,fdc,smls,shfw,zh,jzcl,jzzs,dlsb,gfjg,jsj,cm,tx,yx,fyjr,qc,jxsb,ms,sysh,hb,mrhl
name,农林牧渔,基础化工,钢铁,有色金属,电子,家用电器,食品饮料,纺织服饰,轻工制造,医药生物,公用事业,交通运输,房地产,商贸零售,社会服务,综合,建筑材料,建筑装饰,电力设备,国防军工,计算机,传媒,通信,银行,非银金融,汽车,机械设备,煤炭,石油石化,环保,美容护理
code,801010,801030,801040,801050,801080,801110,801120,801130,801140,801150,801160,801170,801180,801200,801210,801230,801710,801720,801730,801740,801750,801760,801770,801780,801790,801880,801890,801950,801960,801970,801980
open,3013.55,3750.34,2226.78,4549.95,3879.75,7178.85,21029.59,1621.42,2278.41,8436.80,2376.10,2235.11,2595.36,2250.66,10050.72,2734.68,5350.08,2214.45,8954.46,1547.99,4803.64,740.18,2675.71,3053.95,1504.63,5784.14,1563.89,2583.75,2292.09,1801.01,6085.70
close,3004.19,3762.26,2230.50,4561.18,3945.02,7214.57,20995.18,1627.00,2277.48,8464.65,2361.17,2234.68,2572.53,2248.87,10038.29,2738.20,5360.94,2213.86,8935.34,1563.07,4851.73,737.62,2695.59,3061.93,1511.27,5915.78,1572.68,2560.70,2291.68,1803.76,6079.88
low,2998.40,3727.54,2219.71,4510.96,3877.15,7150.02,20881.92,1610.32,2269.95,8401.07,2344.45,2222.51,2568.47,2238.72,9988.71,2713.84,5335.74,2195.37,8856.85,1547.96,4796.21,728.03,2658.59,3047.33,1502.92,5760.74,1560.29,2544.25,2277.34,1791.79,6042.18
high,3021.33,3762.43,2233.30,4568.03,3952.05,7222.37,21058.53,1627.89,2284.94,8465.50,2376.10,2236.53,2610.02,2252.20,10050.99,2739.20,5385.46,2216.71,8971.76,1568.60,4877.93,745.82,2714.77,3064.33,1512.25,5916.00,1572.87,2583.75,2297.35,1804.76,6102.06
amount,5750.46,15177.01,1444.08,18103.33,48166.96,7460.74,9593.74,2358.96,4566.91,18249.51,15020.47,5537.03,7455.93,6033.91,3900.01,562.06,3256.34,8465.72,37663.27,15545.66,52552.27,22742.01,23518.79,4996.73,8298.35,43182.51,27659.77,3491.74,2220.24,3036.91,1193.35
number,618.19,1346.07,373.79,1531.66,2746.15,564.67,341.28,323.56,380.47,1138.89,2024.41,724.41,2265.37,599.53,389.17,87.23,355.39,1106.60,1912.55,985.12,2630.96,2098.19,1173.34,864.89,830.47,3056.30,2187.61,457.52,308.36,360.95,65.59
