name,code,close,rate,premium,tag,mtexp,fundfirm,listdate,index,avgamount,m1,y0,y1,y3,y5,scale
纳指ETF,513100,1.132,10035,10000,跨境，美国,0.80%,国泰基金,2013-05-15,纳斯达克100指数,61341.45,10291,14168,13057,14307,21752,85.5
豆粕ETF,159985,2.107,10019,10000,商品，农产品,0.60%,华夏基金,2019-12-05,大商所豆粕期货价格指数,9725.13,10844,10483,14189,20476,10000,5.06
酒ETF,512690,0.786,9887,9996,行业，食品饮料，酒,0.60%,鹏华基金,2019-05-06,中证酒指数,66376.69,9975,9247,9215,12220,10000,126.68
沪深300ETF,510300,3.873,9956,10004,宽基，大盘股,0.60%,华泰柏瑞基金,2012-05-28,沪深300指数,220117.22,9964,9989,9172,8493,11726,718.71
通信ETF,515880,1.204,10075,9993,行业，TMT，通信,0.60%,国泰基金,2019-09-06,通信设备指数,17296.15,9156,14629,12863,9702,10000,32.82
科创50ETF,588000,0.995,9950,10004,宽基，中小盘，科创板,0.60%,华夏基金,2020-11-16,科创50指数,221257.07,9334,9920,8782,10000,10000,671.92
医疗ETF,512170,0.42,10024,10002,行业，医药,0.60%,华宝基金,2019-06-17,中证医疗指数,44506.71,9836,8268,7595,5565,10000,226.83
光伏ETF,515790,1.151,9897,10007,主题，光伏，新兴产业,0.60%,华泰柏瑞基金,2020-12-18,光伏产业指数,48892.43,9600,8377,6669,10000,10000,164.95
半导体ETF,512480,0.877,9932,10002,行业，半导体，芯片,0.60%,国联安基金,2019-06-12,半导体指数,134028.22,9691,10643,9290,7616,10000,247.29
创业板ETF,159915,2.09,9905,9977,宽基，中小盘,0.60%,易方达基金,2011-12-09,创业板指,133193.99,9694,9171,7884,7724,13571,390.03
煤炭ETF,515220,2.069,9895,9978,行业，煤炭，资源,0.60%,国泰基金,2020-03-02,中证煤炭指数,10074.58,10381,9718,9081,19915,10000,38.25
创业板50ETF,159949,0.907,9923,10007,宽基，中小盘,0.60%,华安基金,2016-07-22,创业板50指数,48657.49,9732,8814,7546,8156,15117,175.15
军工ETF,512660,1.075,10075,10014,行业，军工,0.60%,国泰基金,2016-08-08,中证军工指数,20150.89,9862,9991,8996,9641,14527,103.31
黄金ETF,518880,4.442,9975,9996,商品，黄金,0.60%,华安基金,2013-07-29,黄金9999指数,61565.96,10197,11144,12170,10925,16649,104.07
标普500ETF,513500,1.541,10033,10000,跨境，美国,0.85%,博时基金,2014-01-15,标准普尔500指数,20895.66,10363,12279,12124,14348,17561,71.88
中概互联网ETF,513050,1.015,9864,10000,跨境，中概股,0.85%,易方达基金,2017-01-18,中国互联网50指数,92321.85,9961,9750,9136,5131,6709,345.76
游戏ETF,159869,1.231,9976,10015,主题，游戏,0.60%,华夏基金,2021-03-05,动漫游戏指数,48386.47,8051,16134,15273,10000,10000,80.38
电力ETF,159611,0.926,10054,9990,行业，电力,0.60%,广发基金,2022-01-07,电力指数,11265.04,10087,10730,10054,10000,10000,36.52
人工智能ETF,159819,0.864,10012,9978,主题，新兴产业，人工智能,0.20%,易方达基金,2020-09-23,CS人工智能指数,20412.23,8816,12838,11644,10000,10000,38.84
纳指ETF,159941,0.853,10024,10000,跨境，美国,1.05%,广发基金,2015-07-13,纳斯达克100指数,66799.63,10302,14217,13063,14397,20969,170.26
新能源车ETF,515030,1.462,9832,9992,主题，新兴产业，新能源车,0.60%,华夏基金,2020-03-04,CS新能车指数,21885.4,9644,8713,6418,13219,10000,116.5
