name,code,close,rate,premium,tag,mtexp,fundfirm,listdate,index,avgamount,m1,y0,y1,y3,y5,scale
纳指ETF,513100,1.12,10018,10000,跨境，美国,0.80%,国泰基金,2013-05-15,纳斯达克100指数,59327.67,10127,14018,12240,13986,20334,85.5
酒ETF,512690,0.838,10048,10011,行业，食品饮料，酒,0.60%,鹏华基金,2019-05-06,中证酒指数,69244.92,10969,9859,9929,13695,10000,126.68
豆粕ETF,159985,2.142,9958,9976,商品，农产品,0.60%,华夏基金,2019-12-05,大商所豆粕期货价格指数,9874.52,10678,10657,13329,21356,10000,5.06
证券ETF,512880,1.059,9934,9999,行业，金融，证券,0.60%,国泰基金,2016-08-08,证券公司指数,275661.45,11899,12186,11832,8425,14688,329.09
沪深300ETF,510300,4.048,9963,9996,宽基，大盘股,0.60%,华泰柏瑞基金,2012-05-28,沪深300指数,435167.31,10465,10441,9747,8879,12779,718.71
医疗ETF,512170,0.413,10000,10020,行业，医药,0.60%,华宝基金,2019-06-17,中证医疗指数,80348.15,9976,8130,7705,5632,10000,226.83
科创50ETF,588000,1.01,9961,10005,宽基，中小盘，科创板,0.60%,华夏基金,2020-11-16,科创50指数,228068.66,9740,10070,8306,10000,10000,671.92
房地产ETF,512200,0.675,9797,10000,行业，金融，房地产,0.60%,南方基金,2017-09-25,房地产指数,44424.82,10993,9375,9467,7039,9221,44.15
黄金ETF,518880,4.414,10009,10000,商品，黄金,0.60%,华安基金,2013-07-29,黄金9999指数,37966.57,10126,11074,11646,10082,16582,104.07
通信ETF,515880,1.204,9837,9995,行业，TMT，通信,0.60%,国泰基金,2019-09-06,通信设备指数,23668.04,9458,14629,12477,9348,10000,32.82
恒生科技指数ETF,513180,0.598,9803,10000,跨境，香港，科技,0.65%,华夏基金,2021-05-25,恒生科技指数,224031.55,11178,10893,10528,10000,10000,185.95
中概互联网ETF,513050,1.082,9836,10000,跨境，中概股,0.85%,易方达基金,2017-01-18,中国互联网50指数,117340.46,10766,10394,10324,5523,7431,345.76
半导体ETF,512480,0.877,9966,10009,行业，半导体，芯片,0.60%,国联安基金,2019-06-12,半导体指数,116082.29,9788,10643,8242,7364,10000,247.29
上证50ETF,510050,2.709,9982,9997,宽基，大盘股,0.60%,华夏基金,2005-02-23,上证50指数,238363.91,10670,10227,9760,8535,11570,576.21
医药ETF,512010,0.42,10048,10003,行业，医药,0.60%,易方达基金,2013-10-28,300医药指数,97143.17,9976,8787,8251,5664,9790,185.87
光伏ETF,515790,1.16,9906,10004,主题，光伏，新兴产业,0.60%,华泰柏瑞基金,2020-12-18,光伏产业指数,49628.18,9748,8443,6917,10000,10000,164.95
标普500ETF,513500,1.529,10072,10000,跨境，美国,0.85%,博时基金,2014-01-15,标准普尔500指数,21082.43,10180,12183,11548,13906,16476,71.88
煤炭ETF,515220,2.097,10077,9997,行业，煤炭，资源,0.60%,国泰基金,2020-03-02,中证煤炭指数,9883.16,9813,9850,9336,20539,10000,38.25
创业板ETF,159915,2.177,9963,10015,宽基，中小盘,0.60%,易方达基金,2011-12-09,创业板指,125161.65,10279,9552,8354,8193,15418,390.03
消费ETF,159928,0.979,10000,10008,行业，消费，必选消费,0.60%,汇添富基金,2013-09-16,中证消费指数,20778.13,10572,9377,9040,8983,18863,108.93
创业板50ETF,159949,0.951,9958,10007,宽基，中小盘,0.60%,华安基金,2016-07-22,创业板50指数,56546.52,10359,9242,8087,8677,17450,175.15
银行ETF,512800,1.143,9948,9991,行业，金融，银行,0.60%,华宝基金,2017-08-03,中证银行指数,27718.14,10732,10603,10855,10844,12238,77.45
养殖ETF,159865,0.712,9944,9997,行业，畜牧养殖,0.60%,国泰基金,2021-03-08,中证畜牧指数,16440.57,10245,9093,8426,10000,10000,57.95
恒生互联网ETF,513330,0.453,9784,10000,跨境，香港，互联网,0.65%,华夏基金,2021-02-08,恒生互联网科技业指数,241060.89,11022,9784,9457,10000,10000,289.87
军工ETF,512660,1.054,9878,10007,行业，军工,0.60%,国泰基金,2016-08-08,中证军工指数,29583.13,9573,9796,8747,8439,15826,103.31
新能源车ETF,515030,1.537,9968,10007,主题，新兴产业，新能源车,0.60%,华夏基金,2020-03-04,CS新能车指数,23089.49,10132,9160,6917,13859,10000,116.5
恒生医疗ETF,513060,0.485,9959,10000,跨境，香港，医药，医疗保健,0.65%,博时基金,2021-03-29,恒生医疗保健指数,178391.71,9979,8097,8615,10000,10000,98.11
恒生科技ETF,513130,0.597,9803,10000,跨境，香港，科技,0.25%,华泰柏瑞基金,2021-06-01,恒生科技指数,189455.9,11222,10914,10474,10000,10000,91.5
人工智能ETF,159819,0.889,9900,10016,主题，新兴产业，人工智能,0.20%,易方达基金,2020-09-23,CS人工智能指数,26934.59,9802,13210,11310,10000,10000,38.84
纳指ETF,159941,0.844,10012,10000,跨境，美国,1.05%,广发基金,2015-07-13,纳斯达克100指数,61955.23,10108,14067,12197,13992,19868,170.26
电力ETF,159611,0.933,9968,9986,行业，电力,0.60%,广发基金,2022-01-07,电力指数,11076.12,9883,10811,10651,10000,10000,36.52
能源化工ETF,159981,1.565,10045,10000,商品，化工,0.60%,建信基金,2020-01-17,易盛能化A,1714.88,10496,10351,10690,18009,10000,4.28
德国ETF,513030,1.235,10000,10000,跨境，德国,1.00%,华安基金,2014-09-05,德国DAX指数,3254.8,10181,11955,13055,11289,10997,4.29
恒生ETF,159920,1.137,9844,10000,跨境，香港,0.75%,华夏基金,2012-10-22,香港恒生指数,50950.21,10384,10134,10262,8311,7631,159.88
游戏ETF,159869,1.238,9888,9989,主题，游戏,0.60%,华夏基金,2021-03-05,动漫游戏指数,58202.88,9294,16225,15671,10000,10000,80.38
创新药ETF,159992,0.8,10063,9999,行业，医药,0.55%,银华基金,2020-04-10,CS创新药指数,46953.69,9792,8538,7905,5202,10000,77.31
香港证券ETF,513090,1.227,10033,10095,跨境，香港,0.20%,易方达基金,2020-03-26,香港证券港元指数,208176.05,11457,11414,11575,9417,10000,15.32
券商ETF,512000,1.012,9922,9974,行业，金融，证券,0.60%,华宝基金,2016-09-14,证券公司指数,183776.8,11878,12163,11809,8440,14752,238.4
旅游ETF,159766,0.932,9968,9987,主题，旅游,0.60%,富国基金,2021-07-23,中证旅游指数,16422.49,10276,8255,9648,10000,10000,29.51
日经ETF,513520,1.228,9951,10000,跨境，日本,0.25%,华夏基金,2019-06-25,日经225指数,4273.29,9911,11969,11520,11423,10000,4.36
芯片ETF,159995,1.034,9961,10000,行业，半导体，芯片,0.60%,华夏基金,2020-02-10,国证芯片指数,46023.69,9838,10340,8066,7711,10000,249.82
创业板成长ETF,159967,0.501,9940,10015,策略，动量，成长,0.60%,华夏基金,2019-07-15,创成长指数,10984.51,9747,8899,7466,9024,10000,36.53
