fund_id,fund_nm,index_id,fee,m_fee,t_fee,creation_unit,issuer_nm,urls,eval_flg,ex_dt,ex_info,amount,amount_notes,unit_total,unit_incr,price,volume,last_dt,last_time,increase_rt,estimate_value,last_est_time,discount_rt,fund_nav,nav_dt,index_nm,index_increase_rt,idx_price_dt,owned,holded,pe,pb
159601,A50,-,0.60,0.50,0.10,260.0,华夏基金,https://www.chinaamc.com/fund/159601/index.shtml,Y,,,531159,,41.38,0.08,0.779,6427.44,2023-09-01,15:14:30,0.39,0.7796,15:37:57,-0.07,0.7740,2023-08-31,中国A50互联互通,0.72,2023-09-01,0,0,-,-
159602,中国A50,-,0.60,0.50,0.10,200.0,南方基金,http://www.nffund.com/main/jjcp/fundproduct/159602.shtml,Y,,,197254,,15.33,-0.03,0.777,835.07,2023-09-01,15:14:30,0.52,0.7784,15:37:57,-0.18,0.7728,2023-08-31,中国A50互联互通,0.72,2023-09-01,0,0,-,-
159603,双创天弘,-,0.60,0.50,0.10,100.0,天弘基金,http://www.thfund.com.cn/fundinfo/159603,Y,,,239807,,19.81,0.00,0.826,148.58,2023-09-01,15:14:33,-0.48,0.8271,15:37:57,-0.13,0.8308,2023-08-31,科创创业50,-0.45,2023-09-01,0,0,-,-
159606,500成长,-,0.60,0.50,0.10,100.0,易方达,https://www.efunds.com.cn/fund/159606.shtml,Y,,,62322,,4.89,0.00,0.785,629.19,2023-09-01,15:14:54,0.26,0.7859,15:37:57,-0.12,0.7828,2023-08-31,500质量,0.40,2023-09-01,0,0,-,-
159608,稀有金属,-,0.60,0.50,0.10,80.0,广发基金,http://www.gffunds.com.cn/funds/?fundcode=159608&fromSearch=1,Y,,,43441,,2.62,0.03,0.602,978.42,2023-09-01,15:14:39,1.01,0.6011,15:37:57,0.15,0.5955,2023-08-31,CS稀金属,0.94,2023-09-01,0,0,-,-
159609,光伏龙头,-,0.60,0.50,0.10,0.0,浦银安盛,https://www.py-axa.com/productDetails?fundCode=159609,Y,,,45590,,2.79,0.01,0.613,403.08,2023-09-01,15:14:42,0.16,0.6113,15:37:57,0.27,0.6112,2023-08-31,光伏产业,0.02,2023-09-01,0,0,-,-
159610,500增强,000905,0.60,0.50,0.10,100.0,景顺长城,http://www.igwfmc.com/main/jjcp/product/159610/detail.html,Y,,,59557,,4.79,-0.02,0.804,1403.74,2023-09-01,15:15:00,0.12,0.8058,15:37:57,-0.22,0.8042,2023-08-31,中证500,0.20,2023-09-01,0,0,-,-
159611,电力ETF,-,0.60,0.50,0.10,80.0,广发基金,http://www.gffunds.com.cn/funds/?fundcode=159611&fromSearch=1,Y,,,272476,,24.03,-0.04,0.882,8609.77,2023-09-01,15:14:33,0.00,0.8797,15:37:57,0.26,0.8836,2023-08-31,电力指数,-0.44,2023-09-01,0,0,-,-
159613,嘉实信安,399994,0.60,0.50,0.10,100.0,嘉实基金,https://www.jsfund.cn/main/fund/159613/fundManager.shtml,Y,,,10959,,0.94,0.00,0.861,544.92,2023-09-01,15:14:03,-0.81,0.8594,15:37:57,0.19,0.8673,2023-08-31,信息安全,-0.91,2023-09-01,0,0,-,-
159616,农牧ETF,-,0.60,0.50,0.10,100.0,建信基金,https://www.ccbfund.cn/fund_info/info.jspx?fundCode=159616,Y,,,12056,,0.91,0.00,0.754,194.98,2023-09-01,15:14:36,0.67,0.7539,15:37:57,0.01,0.7495,2023-08-31,农牧主题,0.59,2023-09-01,0,0,-,-
