name,code,close,rate,premium,tag,mtexp,fundfirm,listdate,index,avgamount,m1,y0,y1,y3,y5,scale
纳指ETF,513100,1.158,10114,10000,跨境，美国,0.80%,国泰基金,2013-05-15,纳斯达克100指数,37304.01,10663,14493,13576,13449,24165,92.22
半导体ETF,512480,0.853,9861,9999,行业，半导体，芯片,0.60%,国联安基金,2019-06-12,半导体指数,98244.02,10583,10352,9446,7953,10000,268.12
黄金ETF,518880,4.516,9987,10000,商品，黄金,0.60%,华安基金,2013-07-29,黄金9999指数,60991.26,9824,11330,11427,11751,16579,120.91
恒生科技指数ETF,513180,0.547,9927,10000,跨境，香港，科技,0.65%,华夏基金,2021-05-25,恒生科技指数,293058.63,10747,9964,10832,10000,10000,215.86
豆粕ETF,159985,2.306,10101,9984,商品，农产品,0.60%,华夏基金,2019-12-05,大商所豆粕期货价格指数,7659.67,10285,11473,12904,19592,10000,9.25
创新药ETF,159992,0.884,10011,10003,行业，医药,0.55%,银华基金,2020-04-10,CS创新药指数,36518.41,10847,9434,8822,6912,10000,85.4
港股创新药ETF,513120,0.886,9933,10000,跨境，香港，医药,0.60%,广发基金,2022-07-12,港股创新药港币指数,213935.0,11131,9032,9200,10000,10000,40.66
证券ETF,512880,0.973,9979,10004,行业，金融，证券,0.60%,国泰基金,2016-08-08,证券公司指数,100686.19,10373,11197,11007,8183,12239,316.75
医疗ETF,512170,0.419,9952,9965,行业，医药,0.60%,华宝基金,2019-06-17,中证医疗指数,37753.24,10554,8248,8027,5994,10000,270.03
科创50ETF,588000,0.927,9925,10007,宽基，中小盘，科创板,0.60%,华夏基金,2020-11-16,科创50指数,236794.14,10254,9242,8615,6460,10000,946.73
沪深300ETF,510300,3.65,10014,10000,宽基，大盘股,0.60%,华泰柏瑞基金,2012-05-28,沪深300指数,354994.93,10190,9414,9589,7608,12057,1200.4
恒生医疗ETF,513060,0.507,9980,10000,跨境，香港，医药，医疗保健,0.65%,博时基金,2021-03-29,恒生医疗保健指数,139919.64,11118,8464,8772,10000,10000,131.11
创业板ETF,159915,1.931,9943,9991,宽基，中小盘,0.60%,易方达基金,2011-12-09,创业板指,121522.97,10438,8473,8341,7496,14957,397.92
酒ETF,512690,0.757,10161,10000,行业，食品饮料，酒,0.60%,鹏华基金,2019-05-06,中证酒指数,49386.06,10647,8906,10053,9170,10000,134.54
煤炭ETF,515220,2.252,10040,9993,行业，煤炭，资源,0.60%,国泰基金,2020-03-02,中证煤炭指数,14183.1,10162,10578,10008,19309,10000,26.93
光伏ETF,515790,0.927,9914,9988,主题，光伏，新兴产业,0.60%,华泰柏瑞基金,2020-12-18,光伏产业指数,46210.29,9799,6747,6251,10000,10000,136.18
医药ETF,512010,0.439,10000,9993,行业，医药,0.60%,易方达基金,2013-10-28,300医药指数,53491.02,10760,9184,9014,6641,11462,205.11
中概互联网ETF,513050,1.002,9990,10000,跨境，中概股,0.85%,易方达基金,2017-01-18,中国互联网50指数,80242.17,10256,9625,10214,4783,8923,348.42
通信ETF,515880,1.068,9889,10009,行业，TMT，通信,0.60%,国泰基金,2019-09-06,通信设备指数,11890.87,10501,12977,12013,9460,10000,25.79
创业板50ETF,159949,0.825,9964,9992,宽基，中小盘,0.60%,华安基金,2016-07-22,创业板50指数,46642.09,10404,8017,7895,7569,17045,180.13
芯片ETF,159995,0.983,9909,10008,行业，半导体，芯片,0.60%,华夏基金,2020-02-10,国证芯片指数,40772.57,10491,9830,8994,8164,10000,266.56
恒生互联网ETF,513330,0.395,10025,10000,跨境，香港，互联网,0.65%,华夏基金,2021-02-08,恒生互联网科技业指数,263652.07,10477,8531,9294,10000,10000,289.22
军工ETF,512660,1.006,9872,9994,行业，军工,0.60%,国泰基金,2016-08-08,中证军工指数,25030.13,10736,9349,8672,9121,14948,97.39
