name,code,close,rate,premium,tag,mtexp,fundfirm,listdate,index,avgamount,m1,y0,y1,y3,y5,scale
沪深300ETF,510300,3.823,10061,9987,宽基，大盘股,0.60%,华泰柏瑞基金,2012-05-28,沪深300指数,441143.53,9828,9860,9167,8354,12261,718.71
豆粕ETF,159985,2.272,9697,9997,商品，农产品,0.60%,华夏基金,2019-12-05,大商所豆粕期货价格指数,24813.92,10804,11303,14200,22540,10000,5.06
酒ETF,512690,0.799,9987,10009,行业，食品饮料，酒,0.60%,鹏华基金,2019-05-06,中证酒指数,68263.84,10050,9400,9650,12152,10000,126.68
证券ETF,512880,1.004,10193,10029,行业，金融，证券,0.60%,国泰基金,2016-08-08,证券公司指数,177914.38,11168,11554,10807,7875,14022,329.09
纳指ETF,513100,1.104,10166,10000,跨境，美国,0.80%,国泰基金,2013-05-15,纳斯达克100指数,49006.09,9787,13817,12105,13112,20941,85.5
科创50ETF,588000,0.946,10107,10024,宽基，中小盘，科创板,0.60%,华夏基金,2020-11-16,科创50指数,363964.9,9460,9432,8169,10000,10000,671.92
医疗ETF,512170,0.399,9950,10011,行业，医药,0.60%,华宝基金,2019-06-17,中证医疗指数,69777.43,9523,7854,7778,5686,10000,226.83
黄金ETF,518880,4.431,9984,10000,商品，黄金,0.60%,华安基金,2013-07-29,黄金9999指数,48189.57,9951,11116,11807,10831,16874,104.07
房地产ETF,512200,0.652,10062,10000,行业，金融，房地产,0.60%,南方基金,2017-09-25,房地产指数,23854.54,10449,9056,8693,6593,8859,44.15
恒生科技指数ETF,513180,0.554,10184,10000,跨境，香港，科技,0.65%,华夏基金,2021-05-25,恒生科技指数,288114.74,10000,10091,10203,10000,10000,185.95
中概互联网ETF,513050,1.028,10148,10000,跨境，中概股,0.85%,易方达基金,2017-01-18,中国互联网50指数,111783.27,9990,9875,10039,5161,7553,345.76
上证50ETF,510050,2.567,10079,9996,宽基，大盘股,0.60%,华夏基金,2005-02-23,上证50指数,218662.97,9927,9690,9321,8020,11100,576.21
半导体ETF,512480,0.804,10152,10016,行业，半导体，芯片,0.60%,国联安基金,2019-06-12,半导体指数,117306.2,9105,9757,8024,7253,10000,247.29
光伏ETF,515790,1.041,9895,10006,主题，光伏，新兴产业,0.60%,华泰柏瑞基金,2020-12-18,光伏产业指数,52479.87,8951,7576,5748,10000,10000,164.95
创业板ETF,159915,2.038,10015,10014,宽基，中小盘,0.60%,易方达基金,2011-12-09,创业板指,151496.3,9659,8943,7551,8005,14822,390.03
