fund_id,fund_nm,index_id,fee,m_fee,t_fee,creation_unit,issuer_nm,urls,eval_flg,ex_dt,ex_info,amount,amount_notes,unit_total,unit_incr,price,volume,last_dt,last_time,increase_rt,estimate_value,last_est_time,discount_rt,fund_nav,nav_dt,index_nm,index_increase_rt,idx_price_dt,owned,holded,pe,pb
159601,A50,-,0.60,0.50,0.10,260.0,华夏基金,https://www.chinaamc.com/fund/159601/index.shtml,Y,,,496839,,38.65,0.20,0.778,4838.06,2023-08-16,15:14:12,-0.64,0.7773,21:05:01,0.09,0.7773,2023-08-16,中国A50互联互通,-0.65,2023-08-16,0,0,-,-
159602,中国A50,-,0.60,0.50,0.10,200.0,南方基金,http://www.nffund.com/main/jjcp/fundproduct/159602.shtml,Y,,,195454,,15.15,-0.02,0.775,1358.89,2023-08-16,15:14:36,-0.51,0.7757,21:05:01,-0.09,0.7757,2023-08-16,中国A50互联互通,-0.65,2023-08-16,0,0,-,-
159603,双创天弘,-,0.60,0.50,0.10,100.0,天弘基金,http://www.thfund.com.cn/fundinfo/159603,Y,,,235507,,19.48,0.12,0.827,238.72,2023-08-16,15:14:24,-0.84,0.8251,21:05:01,0.23,0.8251,2023-08-16,科创创业50,-1.03,2023-08-16,0,0,-,-
159606,500成长,-,0.60,0.50,0.10,100.0,易方达,https://www.efunds.com.cn/fund/159606.shtml,Y,,,61922,,4.90,0.01,0.792,378.85,2023-08-16,15:14:27,-0.50,0.7891,21:05:01,0.32,0.7895,2023-08-16,500质量,-0.78,2023-08-16,0,0,-,-
159608,稀有金属,-,0.60,0.50,0.10,80.0,广发基金,http://www.gffunds.com.cn/funds/?fundcode=159608&fromSearch=1,Y,,,38641,,2.45,0.02,0.634,1114.73,2023-08-16,15:14:18,-1.09,0.6332,15:37:58,0.13,0.6407,2023-08-15,CS稀金属,-1.17,2023-08-16,0,0,-,-
159609,光伏龙头,-,0.60,0.50,0.10,0.0,浦银安盛,https://www.py-axa.com/productDetails?fundCode=159609,Y,,,44190,,2.79,0.08,0.632,1829.78,2023-08-16,15:14:42,-2.02,0.6315,21:05:01,0.05,0.6317,2023-08-16,光伏产业,-1.64,2023-08-16,0,0,-,-
159610,500增强,000905,0.60,0.50,0.10,100.0,景顺长城,http://www.igwfmc.com/main/jjcp/product/159610/detail.html,Y,,,59757,,4.83,-0.04,0.809,1914.51,2023-08-16,15:14:18,-0.49,0.8077,21:05:01,0.06,0.8085,2023-08-16,中证500,-0.79,2023-08-16,0,0,-,-
159611,电力ETF,-,0.60,0.50,0.10,80.0,广发基金,http://www.gffunds.com.cn/funds/?fundcode=159611&fromSearch=1,Y,,,280476,,25.64,0.00,0.914,4627.11,2023-08-16,15:14:30,-0.87,0.9159,15:37:58,-0.21,0.9228,2023-08-15,电力指数,-0.75,2023-08-16,0,0,-,-
159613,嘉实信安,399994,0.60,0.50,0.10,100.0,嘉实基金,https://www.jsfund.cn/main/fund/159613/fundManager.shtml,Y,,,10759,,0.93,0.00,0.864,846.28,2023-08-16,15:14:21,-2.37,0.8622,21:05:01,0.19,0.8624,2023-08-16,信息安全,-2.45,2023-08-16,0,0,-,-
159616,农牧ETF,-,0.60,0.50,0.10,100.0,建信基金,https://www.ccbfund.cn/fund_info/info.jspx?fundCode=159616,Y,,,11856,,0.91,0.00,0.771,348.52,2023-08-16,15:14:21,-0.39,0.7712,21:05:01,-0.03,0.7712,2023-08-16,农牧主题,-0.61,2023-08-16,0,0,-,-
159617,500价值,-,0.60,0.50,0.10,100.0,华夏基金,http://www.chinaamc.com/fund/159617/index.shtml,Y,,,4642,,0.50,-0.01,1.082,114.34,2023-08-16,15:14:45,-0.28,1.0832,21:05:01,-0.10,1.0831,2023-08-16,500价值稳健,-0.28,2023-08-16,0,0,-,-
159618,光伏华安,-,0.60,0.50,0.10,100.0,华安基金,https://www.huaan.com.cn/funds/159618/index.shtml,Y,,,25513,,2.22,0.03,0.871,736.45,2023-08-16,15:14:24,-1.47,0.8698,21:05:01,0.13,0.8699,2023-08-16,光伏产业,-1.64,2023-08-16,0,0,-,-
159619,基建ETF,-,0.60,0.50,0.10,100.0,国泰基金,https://e.gtfund.com/Etrade/Jijin/view/id/159619,Y,,,33798,,3.40,-0.01,1.007,3086.22,2023-08-16,15:14:27,-0.79,1.0064,21:05:01,0.05,1.0065,2023-08-16,中证基建,-0.88,2023-08-16,0,0,-,-
