name,code,close,rate,premium,tag,mtexp,fundfirm,listdate,index,avgamount,m1,y0,y1,y3,y5,scale
纳指ETF,513100,1.145,9862,10000,跨境，美国,0.80%,国泰基金,2013-05-15,纳斯达克100指数,39095.57,10409,14330,13423,13389,23048,92.22
黄金ETF,518880,4.522,9891,10000,商品，黄金,0.60%,华安基金,2013-07-29,黄金9999指数,65996.48,9945,11345,11442,11785,16662,120.91
豆粕ETF,159985,2.283,9879,9989,商品，农产品,0.60%,华夏基金,2019-12-05,大商所豆粕期货价格指数,7836.01,10206,11358,12776,19647,10000,9.25
半导体ETF,512480,0.865,9965,10004,行业，半导体，芯片,0.60%,国联安基金,2019-06-12,半导体指数,100224.77,10523,10498,9579,8032,10000,268.12
恒生科技指数ETF,513180,0.551,10092,10000,跨境，香港，科技,0.65%,华夏基金,2021-05-25,恒生科技指数,280207.32,10804,10036,10911,10000,10000,215.86
创新药ETF,159992,0.883,10068,10001,行业，医药,0.55%,银华基金,2020-04-10,CS创新药指数,36040.14,10613,9424,8812,6920,10000,85.4
港股创新药ETF,513120,0.892,10000,10000,跨境，香港，医药,0.60%,广发基金,2022-07-12,港股创新药港币指数,207182.69,11150,9093,9263,10000,10000,40.66
医疗ETF,512170,0.421,10096,9997,行业，医药,0.60%,华宝基金,2019-06-17,中证医疗指数,36336.65,10447,8287,8065,6090,10000,270.03
证券ETF,512880,0.975,9959,10015,行业，金融，证券,0.60%,国泰基金,2016-08-08,证券公司指数,113117.08,10428,11220,11029,8207,11691,316.75
科创50ETF,588000,0.934,10021,10010,宽基，中小盘，科创板,0.60%,华夏基金,2020-11-16,科创50指数,242574.7,10252,9312,8680,6495,10000,946.73
酒ETF,512690,0.745,10027,9991,行业，食品饮料，酒,0.60%,鹏华基金,2019-05-06,中证酒指数,42688.32,10434,8765,9894,9256,10000,134.54
沪深300ETF,510300,3.645,10030,10000,宽基，大盘股,0.60%,华泰柏瑞基金,2012-05-28,沪深300指数,341716.57,10125,9401,9576,7621,11778,1200.4
创业板ETF,159915,1.942,10041,10004,宽基，中小盘,0.60%,易方达基金,2011-12-09,创业板指,115430.06,10402,8521,8389,7598,14657,397.92
恒生医疗ETF,513060,0.508,10040,10000,跨境，香港，医药，医疗保健,0.65%,博时基金,2021-03-29,恒生医疗保健指数,131627.42,11068,8481,8789,10000,10000,131.11
煤炭ETF,515220,2.243,9973,9999,行业，煤炭，资源,0.60%,国泰基金,2020-03-02,中证煤炭指数,15036.51,10072,10535,9968,19710,10000,26.93
光伏ETF,515790,0.935,10011,9993,主题，光伏，新兴产业,0.60%,华泰柏瑞基金,2020-12-18,光伏产业指数,50295.59,9894,6805,6305,10000,10000,136.18
中概互联网ETF,513050,1.003,10101,10000,跨境，中概股,0.85%,易方达基金,2017-01-18,中国互联网50指数,77760.8,10172,9635,10224,4831,8692,348.42
医药ETF,512010,0.439,10092,9995,行业，医药,0.60%,易方达基金,2013-10-28,300医药指数,51255.26,10578,9184,9014,6675,11291,205.11
创业板50ETF,159949,0.828,10000,9992,宽基，中小盘,0.60%,华安基金,2016-07-22,创业板50指数,47434.83,10363,8047,7923,7652,16560,180.13
恒生互联网ETF,513330,0.394,10077,10000,跨境，香港，互联网,0.65%,华夏基金,2021-02-08,恒生互联网科技业指数,245664.52,10396,8510,9271,10000,10000,289.22
消费ETF,159928,0.893,10056,9989,行业，消费，必选消费,0.60%,汇添富基金,2013-09-16,中证消费指数,8998.1,10506,8554,9361,7621,19562,104.58
芯片ETF,159995,0.992,9940,10007,行业，半导体，芯片,0.60%,华夏基金,2020-02-10,国证芯片指数,39850.43,10409,9920,9076,8226,10000,266.56
通信ETF,515880,1.08,9982,10007,行业，TMT，通信,0.60%,国泰基金,2019-09-06,通信设备指数,12151.79,10325,13123,12148,9591,10000,25.79
军工ETF,512660,1.019,10190,9992,行业，军工,0.60%,国泰基金,2016-08-08,中证军工指数,28041.47,10726,9470,8784,9357,15052,97.39
上证50ETF,510050,2.48,10024,10001,宽基，大盘股,0.60%,华夏基金,2005-02-23,上证50指数,276196.11,10024,9362,9711,7470,10550,643.34
游戏ETF,159869,1.11,10045,9986,主题，游戏,0.60%,华夏基金,2021-03-05,动漫游戏指数,29489.52,10979,14548,13704,10000,10000,60.62
中概互联ETF,159605,0.762,10160,10000,跨境，中概股,0.60%,广发基金,2021-12-02,中国互联网30人民币指数,95158.85,10496,9478,10583,10000,10000,81.62
芯片ETF,512760,0.965,9959,10006,行业，半导体，芯片,0.60%,国泰基金,2019-06-12,中华半导体人民币指数,31873.72,10478,10332,9433,8137,10000,180.01
德国ETF,513030,1.214,9967,10000,跨境，德国,1.00%,华安基金,2014-09-05,德国DAX指数,2095.53,10705,11752,11518,11388,12068,5.06
恒生ETF,159920,1.055,10048,10000,跨境，香港,0.75%,华夏基金,2012-10-22,香港恒生指数,71245.26,10067,9403,10193,7546,7461,156.62
创业板成长ETF,159967,0.429,10047,10012,策略，动量，成长,0.60%,华夏基金,2019-07-15,创成长指数,9387.7,10362,7620,7620,7886,10000,42.08
人工智能ETF,159819,0.792,10038,10014,主题，新兴产业，人工智能,0.20%,易方达基金,2020-09-23,CS人工智能指数,16023.05,10659,11768,11092,7976,10000,40.79
汽车ETF,516110,1.079,10009,9996,行业，汽车,0.60%,国泰基金,2021-05-07,800汽车指数,11643.6,10306,11089,11010,10000,10000,14.91
中证1000ETF,512100,2.515,10068,9997,宽基，中小盘,0.60%,南方基金,2016-11-04,中证1000指数,73018.7,10688,10032,9455,9739,15529,121.13
恒生科技ETF,513130,0.549,10110,10000,跨境，香港，科技,0.25%,华泰柏瑞基金,2021-06-01,恒生科技指数,177337.95,10850,10037,10893,10000,10000,134.26
标普500ETF,513500,1.524,9896,10000,跨境，美国,0.85%,博时基金,2014-01-15,标准普尔500指数,22145.77,10263,12143,11493,13786,17377,75.86
日经ETF,513520,1.222,9927,10000,跨境，日本,0.25%,华夏基金,2019-06-25,日经225指数,3407.58,10480,11910,11485,10304,10000,5.05
新能源ETF,516160,0.682,10000,10000,主题，新能源，新兴产业,0.20%,南方基金,2021-02-04,中证新能指数,20256.88,10074,6910,6471,10000,10000,64.58
纳指ETF,159941,0.863,9852,10000,跨境，美国,1.05%,广发基金,2015-07-13,纳斯达克100指数,39284.98,10410,14383,13442,14148,22254,157.21
旅游ETF,159766,0.765,10173,10014,主题，旅游,0.60%,富国基金,2021-07-23,中证旅游指数,8155.17,10537,6776,7727,10000,10000,37.49
软件ETF,515230,0.828,10098,10022,主题，新兴产业，软件,0.60%,国泰基金,2021-03-02,软件指数,7802.96,10428,10548,9904,10000,10000,12.36
生物医药ETF,512290,1.19,10110,10005,行业，医药，生物科技,0.60%,国泰基金,2019-05-20,CS生医指数,9007.06,10838,9843,8954,6340,10000,53.23
新能源车ETF,515030,1.273,10024,10004,主题，新兴产业，新能源车,0.60%,华夏基金,2020-03-04,CS新能车指数,16609.41,10341,7586,7176,9695,10000,95.71
上证指数ETF,510210,0.819,10049,10003,宽基，综合,0.60%,富国基金,2011-03-25,上证指数,19969.56,10174,10383,10371,9925,14662,61.94
恒生科技30ETF,513010,0.563,10108,10000,跨境，香港，科技,0.25%,易方达基金,2021-05-25,恒生科技指数,45180.69,10806,10144,10975,10000,10000,50.98
红利低波100ETF,515100,1.75,10034,9998,策略，低波动，红利,0.60%,景顺长城基金,2020-07-03,红利低波100指数,25466.51,10104,11483,11628,14368,10000,19.71
能源化工ETF,159981,1.647,9982,10000,商品，化工,0.60%,建信基金,2020-01-17,易盛能化A,3121.43,10372,10893,11304,17980,10000,3.15
纳斯达克ETF,513300,1.423,9868,10000,跨境，美国,0.80%,华夏基金,2020-11-05,纳斯达克100指数,16095.3,10433,14159,13437,14374,10000,39.58
云计算ETF,516510,0.977,10103,10005,主题，TMT，互联网,0.20%,易方达基金,2021-04-07,云计算指数,9919.98,10666,12182,11631,10000,10000,10.52
科创芯片ETF,588200,1.187,10017,9998,行业，半导体，芯片，科创板,0.60%,嘉实基金,2022-10-26,科创芯片指数,48399.46,10674,11547,10349,10000,10000,74.4
红利ETF,510880,2.973,10013,9993,策略，红利,0.60%,华泰柏瑞基金,2007-01-18,红利指数,13853.97,9900,10902,10849,11609,13849,161.7
恒生医药ETF,159892,0.615,10016,10000,跨境，香港，生物科技,0.65%,华夏基金,2021-10-19,恒生香港上市生物科技指数,46487.84,11202,8786,9004,10000,10000,20.97
传媒ETF,512980,0.794,10115,10014,行业，TMT，传媒,0.60%,广发基金,2018-01-19,中证传媒指数,11985.41,11089,13255,13211,8735,10967,43.75
农业ETF,159825,0.74,10193,10008,行业，农业,0.60%,富国基金,2020-12-29,中证农业指数,4302.69,10647,8625,8655,10000,10000,28.63
