name,code,close,rate,premium,tag,mtexp,fundfirm,listdate,index,avgamount,m1,y0,y1,y3,y5,scale
豆粕ETF,159985,2.347,9895,9994,商品，农产品,0.60%,华夏基金,2019-12-05,大商所豆粕期货价格指数,23324.1,10911,11677,14320,22546,10000,5.06
沪深300ETF,510300,3.862,10060,9994,宽基，大盘股,0.60%,华泰柏瑞基金,2012-05-28,沪深300指数,594133.86,9456,9961,9473,8282,12324,718.71
纳指ETF,513100,1.139,9991,10000,跨境，美国,0.80%,国泰基金,2013-05-15,纳斯达克100指数,44817.06,9913,14255,13017,11259,20785,85.5
证券ETF,512880,0.969,10010,10002,行业，金融，证券,0.60%,国泰基金,2016-08-08,证券公司指数,236988.63,9566,11151,10431,7654,13515,329.09
科创50ETF,588000,0.98,9929,10018,宽基，中小盘，科创板,0.60%,华夏基金,2020-11-16,科创50指数,666558.02,9655,9771,9099,10000,10000,671.92
酒ETF,512690,0.821,10173,9998,行业，食品饮料，酒,0.60%,鹏华基金,2019-05-06,中证酒指数,82211.22,9636,9659,9762,11092,10000,126.68
黄金ETF,518880,4.489,9989,10000,商品，黄金,0.60%,华安基金,2013-07-29,黄金9999指数,56122.01,10181,11262,11945,10888,16965,104.07
医疗ETF,512170,0.406,9951,9994,行业，医药,0.60%,华宝基金,2019-06-17,中证医疗指数,57767.52,9442,7992,7976,5455,10000,226.83
恒生科技指数ETF,513180,0.58,10069,10000,跨境，香港，科技,0.65%,华夏基金,2021-05-25,恒生科技指数,247341.73,9355,10565,10302,10000,10000,185.95
中概互联网ETF,513050,1.067,10095,10000,跨境，中概股,0.85%,易方达基金,2017-01-18,中国互联网50指数,89778.32,9544,10250,9816,5009,8035,345.76
房地产ETF,512200,0.655,10061,10000,行业，金融，房地产,0.60%,南方基金,2017-09-25,房地产指数,64631.47,9291,9097,8875,6725,8699,44.15
半导体ETF,512480,0.838,9929,9999,行业，半导体，芯片,0.60%,国联安基金,2019-06-12,半导体指数,170574.27,9437,10170,9059,7720,10000,247.29
纳指ETF,159941,0.86,10000,10000,跨境，美国,1.05%,广发基金,2015-07-13,纳斯达克100指数,44066.72,9919,14333,13070,12442,19884,170.26
上证50ETF,510050,2.61,10077,9998,宽基，大盘股,0.60%,华夏基金,2005-02-23,上证50指数,260131.47,9557,9853,9450,8012,11187,576.21
光伏ETF,515790,1.05,9990,9994,主题，光伏，新兴产业,0.60%,华泰柏瑞基金,2020-12-18,光伏产业指数,47914.72,8913,7642,6530,10000,10000,164.95
煤炭ETF,515220,2.17,10438,10014,行业，煤炭，资源,0.60%,国泰基金,2020-03-02,中证煤炭指数,17555.06,10217,10193,8638,20458,10000,38.25
能源化工ETF,159981,1.708,10149,10000,商品，化工,0.60%,建信基金,2020-01-17,易盛能化A,6393.19,10851,11296,11517,19299,10000,4.28
恒生医疗ETF,513060,0.475,10000,10000,跨境，香港，医药，医疗保健,0.65%,博时基金,2021-03-29,恒生医疗保健指数,110467.83,9048,7930,8796,10000,10000,98.11
消费ETF,159928,0.944,10118,10007,行业，消费，必选消费,0.60%,汇添富基金,2013-09-16,中证消费指数,18628.0,9440,9042,8733,7740,18730,108.93
创新药ETF,159992,0.797,9913,10022,行业，医药,0.55%,银华基金,2020-04-10,CS创新药指数,27497.66,9466,8506,8434,5470,10000,77.31
芯片ETF,159995,0.987,9940,9999,行业，半导体，芯片,0.60%,华夏基金,2020-02-10,国证芯片指数,72990.02,9427,9870,8598,7960,10000,249.82
游戏ETF,159869,1.182,9908,10014,主题，游戏,0.60%,华夏基金,2021-03-05,动漫游戏指数,50320.84,9728,15491,14521,10000,10000,80.38
通信ETF,515880,1.106,9840,10015,行业，TMT，通信,0.60%,国泰基金,2019-09-06,通信设备指数,17034.0,9389,13439,12221,8764,10000,32.82
医药ETF,512010,0.416,9928,10011,行业，医药,0.60%,易方达基金,2013-10-28,300医药指数,61222.19,9519,8703,8667,5708,9830,185.87
创业板ETF,159915,2.049,9985,10006,宽基，中小盘,0.60%,易方达基金,2011-12-09,创业板指,159048.01,9390,8991,8226,7770,14967,390.03
创业板50ETF,159949,0.892,9989,10013,宽基，中小盘,0.60%,华安基金,2016-07-22,创业板50指数,72852.59,9399,8669,7943,8259,16894,175.15
新能源ETF,516160,0.764,9987,10012,主题，新能源，新兴产业,0.20%,南方基金,2021-02-04,中证新能指数,17285.1,8936,7741,6442,10000,10000,64.43
银行ETF,512800,1.108,10100,10007,行业，金融，银行,0.60%,华宝基金,2017-08-03,中证银行指数,33450.6,9486,10278,10473,10221,11863,77.45
恒生互联网ETF,513330,0.436,10069,10000,跨境，香港，互联网,0.65%,华夏基金,2021-02-08,恒生互联网科技业指数,208537.84,9237,9417,9102,10000,10000,289.87
