name,code,close,rate,premium,tag,mtexp,fundfirm,listdate,index,avgamount,m1,y0,y1,y3,y5,scale
纳指ETF,513100,1.161,10017,10000,跨境，美国,0.80%,国泰基金,2013-05-15,纳斯达克100指数,35674.96,10450,14531,13484,13193,23464,92.22
黄金ETF,518880,4.572,10029,10000,商品，黄金,0.60%,华安基金,2013-07-29,黄金9999指数,65497.48,10251,11470,11563,11759,16890,120.91
半导体ETF,512480,0.868,10035,9994,行业，半导体，芯片,0.60%,国联安基金,2019-06-12,半导体指数,100679.38,10650,10534,9602,8139,10000,268.12
豆粕ETF,159985,2.311,9776,9990,商品，农产品,0.60%,华夏基金,2019-12-05,大商所豆粕期货价格指数,7599.81,10391,11498,12747,20113,10000,9.25
创新药ETF,159992,0.877,10104,10016,行业，医药,0.55%,银华基金,2020-04-10,CS创新药指数,37062.94,10150,9360,8868,6604,10000,85.4
恒生科技指数ETF,513180,0.546,9820,10000,跨境，香港，科技,0.65%,华夏基金,2021-05-25,恒生科技指数,266840.15,10380,9945,10833,10000,10000,215.86
港股创新药ETF,513120,0.892,10113,10000,跨境，香港，医药,0.60%,广发基金,2022-07-12,港股创新药港币指数,201302.82,10747,9093,9196,10000,10000,40.66
医疗ETF,512170,0.417,10048,10007,行业，医药,0.60%,华宝基金,2019-06-17,中证医疗指数,36763.48,10000,8209,8004,5705,10000,270.03
科创50ETF,588000,0.932,10043,9997,宽基，中小盘，科创板,0.60%,华夏基金,2020-11-16,科创50指数,239735.98,10175,9292,8622,6362,10000,946.73
证券ETF,512880,0.979,10041,9999,行业，金融，证券,0.60%,国泰基金,2016-08-08,证券公司指数,111209.22,10538,11266,10975,8304,12086,316.75
酒ETF,512690,0.743,9960,10000,行业，食品饮料，酒,0.60%,鹏华基金,2019-05-06,中证酒指数,38945.94,10027,8741,9776,9040,10000,134.54
沪深300ETF,510300,3.634,9986,9992,宽基，大盘股,0.60%,华泰柏瑞基金,2012-05-28,沪深300指数,328457.29,9840,9373,9474,7638,11873,1200.4
创业板ETF,159915,1.934,10047,9993,宽基，中小盘,0.60%,易方达基金,2011-12-09,创业板指,112054.98,10147,8486,8300,7382,14520,397.92
恒生医疗ETF,513060,0.506,10020,10000,跨境，香港，医药，医疗保健,0.65%,博时基金,2021-03-29,恒生医疗保健指数,132798.31,10630,8447,8664,10000,10000,131.11
煤炭ETF,515220,2.249,9965,9988,行业，煤炭，资源,0.60%,国泰基金,2020-03-02,中证煤炭指数,16275.62,9916,10564,9518,19376,10000,26.93
光伏ETF,515790,0.934,10021,9991,主题，光伏，新兴产业,0.60%,华泰柏瑞基金,2020-12-18,光伏产业指数,50420.56,9659,6798,6231,10000,10000,136.18
医药ETF,512010,0.435,10069,10012,行业，医药,0.60%,易方达基金,2013-10-28,300医药指数,50795.56,10164,9100,9025,6386,11299,205.11
中概互联网ETF,513050,0.993,9774,10000,跨境，中概股,0.85%,易方达基金,2017-01-18,中国互联网50指数,75705.03,9910,9539,10206,4677,8583,348.42
恒生互联网ETF,513330,0.391,9726,10000,跨境，香港，互联网,0.65%,华夏基金,2021-02-08,恒生互联网科技业指数,239557.68,9849,8445,9287,10000,10000,289.22
消费ETF,159928,0.888,9966,10014,行业，消费，必选消费,0.60%,汇添富基金,2013-09-16,中证消费指数,9768.2,10149,8506,9250,7535,19655,104.58
创业板50ETF,159949,0.828,10036,9999,宽基，中小盘,0.60%,华安基金,2016-07-22,创业板50指数,45601.0,10135,8047,7878,7406,16494,180.13
通信ETF,515880,1.082,10188,9997,行业，TMT，通信,0.60%,国泰基金,2019-09-06,通信设备指数,13769.95,9918,13147,12130,9652,10000,25.79
芯片ETF,159995,0.998,10030,9996,行业，半导体，芯片,0.60%,华夏基金,2020-02-10,国证芯片指数,37913.06,10516,9980,9089,8365,10000,266.56
游戏ETF,159869,1.105,10082,9991,主题，游戏,0.60%,华夏基金,2021-03-05,动漫游戏指数,30813.1,10759,14482,14388,10000,10000,60.62
中概互联ETF,159605,0.75,9740,10000,跨境，中概股,0.60%,广发基金,2021-12-02,中国互联网30人民币指数,87822.22,10013,9328,10446,10000,10000,81.62
上证50ETF,510050,2.474,9984,10001,宽基，大盘股,0.60%,华夏基金,2005-02-23,上证50指数,265829.89,9729,9339,9595,7519,10663,643.34
芯片ETF,512760,0.969,10041,9987,行业，半导体，芯片,0.60%,国泰基金,2019-06-12,中华半导体人民币指数,31672.45,10567,10375,9380,8233,10000,180.01
军工ETF,512660,1.0,10000,9989,行业，军工,0.60%,国泰基金,2016-08-08,中证军工指数,31905.41,10277,9294,8540,9434,14793,97.39
恒生ETF,159920,1.05,9804,10000,跨境，香港,0.75%,华夏基金,2012-10-22,香港恒生指数,68828.75,9868,9358,10086,7543,7489,156.62
人工智能ETF,159819,0.789,10115,10001,主题，新兴产业，人工智能,0.20%,易方达基金,2020-09-23,CS人工智能指数,17089.96,10382,11724,11113,7938,10000,40.79
创业板成长ETF,159967,0.427,10071,9989,策略，动量，成长,0.60%,华夏基金,2019-07-15,创成长指数,9867.6,10071,7584,7465,7598,10000,42.08
恒生科技ETF,513130,0.543,9819,10000,跨境，香港，科技,0.25%,华泰柏瑞基金,2021-06-01,恒生科技指数,171514.15,10442,9927,10817,10000,10000,134.26
德国ETF,513030,1.218,10033,10000,跨境，德国,1.00%,华安基金,2014-09-05,德国DAX指数,1765.05,10638,11791,11589,11330,12047,5.06
汽车ETF,516110,1.078,10084,9998,行业，汽车,0.60%,国泰基金,2021-05-07,800汽车指数,10858.49,10075,11079,10769,10000,10000,14.91
标普500ETF,513500,1.54,9994,10000,跨境，美国,0.85%,博时基金,2014-01-15,标准普尔500指数,19453.51,10294,12271,11527,13738,17610,75.86
日经ETF,513520,1.231,10123,10000,跨境，日本,0.25%,华夏基金,2019-06-25,日经225指数,3228.67,10459,11998,11570,10250,10000,5.05
中证1000ETF,512100,2.498,10109,10015,宽基，中小盘,0.60%,南方基金,2016-11-04,中证1000指数,72390.04,10314,9964,9335,9622,15503,121.13
新能源ETF,516160,0.682,10000,10007,主题，新能源，新兴产业,0.20%,南方基金,2021-02-04,中证新能指数,20239.27,9841,6910,6368,10000,10000,64.58
旅游ETF,159766,0.752,9973,9997,主题，旅游,0.60%,富国基金,2021-07-23,中证旅游指数,6538.57,10053,6661,7468,10000,10000,37.49
