fund_id,fund_nm,index_id,fee,m_fee,t_fee,creation_unit,issuer_nm,urls,eval_flg,ex_dt,ex_info,amount,amount_notes,unit_total,unit_incr,price,volume,last_dt,last_time,increase_rt,estimate_value,last_est_time,discount_rt,fund_nav,nav_dt,index_nm,index_increase_rt,idx_price_dt,owned,holded,pe,pb
159601,A50,-,0.60,0.50,0.10,260.0,华夏基金,https://www.chinaamc.com/fund/159601/index.shtml,Y,,,485919,,37.71,0.12,0.776,7706.99,2023-07-03,15:15:00,1.44,0.7776,23:50:00,-0.22,0.7777,2023-07-03,中国A50互联互通,1.57,2023-07-03,0,0,-,-
159602,中国A50,-,0.60,0.50,0.10,200.0,南方基金,http://www.nffund.com/main/jjcp/fundproduct/159602.shtml,Y,,,200454,,15.54,0.00,0.775,1569.45,2023-07-03,15:14:36,1.44,0.7759,23:50:00,-0.13,0.7760,2023-07-03,中国A50互联互通,1.57,2023-07-03,0,0,-,-
159603,双创天弘,-,0.60,0.50,0.10,100.0,天弘基金,http://www.thfund.com.cn/fundinfo/159603,Y,,,227107,,19.99,0.02,0.880,238.02,2023-07-03,15:14:57,0.23,0.8814,23:50:00,-0.15,0.8813,2023-07-03,科创创业50,0.49,2023-07-03,0,0,-,-
159606,500成长,-,0.60,0.50,0.10,100.0,易方达,https://www.efunds.com.cn/fund/159606.shtml,Y,,,66122,,5.42,0.00,0.820,442.03,2023-07-03,15:14:03,0.12,0.8213,23:50:00,-0.18,0.8215,2023-07-03,500质量,0.42,2023-07-03,0,0,-,-
159608,稀有金属,-,0.60,0.50,0.10,80.0,广发基金,http://www.gffunds.com.cn/funds/?fundcode=159608&fromSearch=1,Y,,,33761,,2.29,-0.05,0.679,1091.54,2023-07-03,15:14:03,0.74,0.6793,23:50:00,-0.01,0.6791,2023-07-03,CS稀金属,0.84,2023-07-03,0,0,-,-
159609,光伏龙头,-,0.60,0.50,0.10,0.0,浦银安盛,https://www.py-axa.com/productDetails?fundCode=159609,Y,,,38590,,2.79,0.05,0.722,1961.28,2023-07-03,15:14:42,-0.41,0.7240,23:50:00,-0.30,0.7242,2023-07-03,光伏产业,0.25,2023-07-03,0,0,-,-
159610,500增强,000905,0.60,0.50,0.10,100.0,景顺长城,http://www.igwfmc.com/main/jjcp/product/159610/detail.html,Y,,,62857,,5.22,-0.02,0.831,4007.40,2023-07-03,15:14:51,0.36,0.8341,23:50:00,-0.23,0.8329,2023-07-03,中证500,0.73,2023-07-03,0,0,-,-
159611,电力ETF,-,0.60,0.50,0.10,80.0,广发基金,http://www.gffunds.com.cn/funds/?fundcode=159611&fromSearch=1,Y,,,389116,,36.89,0.44,0.948,16081.22,2023-07-03,15:14:54,0.85,0.9471,23:50:00,0.10,0.9471,2023-07-03,电力指数,0.92,2023-07-03,0,0,-,-
159613,嘉实信安,399994,0.60,0.50,0.10,100.0,嘉实基金,https://www.jsfund.cn/main/fund/159613/fundManager.shtml,Y,,,10059,,0.95,0.00,0.942,799.87,2023-07-03,15:14:45,0.64,0.9409,23:50:01,0.13,0.9408,2023-07-03,信息安全,0.35,2023-07-03,0,0,-,-
159616,农牧ETF,-,0.60,0.50,0.10,100.0,建信基金,https://www.ccbfund.cn/fund_info/info.jspx?fundCode=159616,Y,,,13356,,1.03,0.01,0.773,518.01,2023-07-03,15:14:06,1.05,0.7722,23:50:01,0.13,0.7720,2023-07-03,农牧主题,0.90,2023-07-03,0,0,-,-
159617,500价值,-,0.60,0.50,0.10,100.0,华夏基金,http://www.chinaamc.com/fund/159617/index.shtml,Y,,,5042,,0.54,0.00,1.075,228.56,2023-07-03,15:14:06,0.75,1.0754,23:50:01,-0.05,1.0755,2023-07-03,500价值稳健,0.73,2023-07-03,0,0,-,-
159618,光伏华安,-,0.60,0.50,0.10,100.0,华安基金,https://www.huaan.com.cn/funds/159618/index.shtml,Y,,,23013,,2.29,-0.08,0.996,966.66,2023-07-03,15:14:51,-0.10,0.9993,23:50:01,-0.32,0.9992,2023-07-03,光伏产业,0.25,2023-07-03,0,0,-,-
159619,基建ETF,-,0.60,0.50,0.10,100.0,国泰基金,https://e.gtfund.com/Etrade/Jijin/view/id/159619,Y,,,33398,,3.39,0.00,1.015,4137.53,2023-07-03,15:14:09,1.40,1.0166,23:50:01,-0.13,1.0163,2023-07-03,中证基建,1.56,2023-07-03,0,0,-,-
159620,500创新,-,0.60,0.50,0.10,100.0,华夏基金,https://www.chinaamc.com/fund/159620/index.shtml,Y,,,3314,,0.32,-0.25,0.953,82.23,2023-07-03,15:14:12,0.63,0.9522,23:50:01,0.14,0.9517,2023-07-03,500成长创新,0.60,2023-07-03,0,0,-,-
159623,成渝ETF,-,0.45,0.40,0.05,100.0,博时基金,https://www.bosera.com/fund/159623.html,Y,,,382827,,33.84,0.00,0.884,504.27,2023-07-03,15:14:03,0.80,0.8840,23:50:01,0.02,0.8838,2023-07-03,成渝经济圈,0.90,2023-07-03,0,0,-,-
159625,绿色电力,399438,0.60,0.50,0.10,40.0,嘉实基金,https://www.jsfund.cn/main/fund/159625/fundManager.shtml,Y,,,49091,,5.42,0.01,1.104,2938.90,2023-07-03,15:14:15,0.91,1.1059,23:50:01,-0.14,1.1056,2023-07-03,绿色电力,0.93,2023-07-03,0,0,-,-
159627,中证100,000903,0.60,0.50,0.10,200.0,华夏基金,https://www.chinaamc.com/fund/159627/index.shtml,Y,,,22312,,2.29,1.81,1.026,2235.41,2023-07-03,15:14:18,0.69,1.0291,23:50:01,-0.33,1.0294,2023-07-03,中证100,1.19,2023-07-03,0,0,-,-
159628,国证2000,399303,0.60,0.50,0.10,300.0,万家基金,https://www.wjasset.com/products/etf/159628/index.html,Y,,,75828,,7.80,0.65,1.029,11132.28,2023-07-03,15:14:06,-0.29,1.0303,23:50:01,-0.10,1.0300,2023-07-03,国证2000,0.14,2023-07-03,0,0,-,-
159629,1000ETF,000852,0.60,0.50,0.10,300.0,富国基金,https://www.fullgoal.com.cn/funds/zhishu/159629/index.html,Y,,,216025,1拆0.752079,57.18,0.87,2.647,81893.68,2023-07-03,15:14:09,-0.08,2.6527,23:50:01,-0.21,2.6527,2023-07-03,中证1000,0.16,2023-07-03,0,0,-,-
159630,中证100F,000903,0.20,0.15,0.05,200.0,汇添富,https://www.99fund.com/main/products/pofund/159630/fundgk.shtml,Y,,,12711,,1.36,0.68,1.068,7068.38,2023-07-03,15:14:12,0.85,1.0696,23:50:01,-0.17,1.0698,2023-07-03,中证100,1.19,2023-07-03,0,0,-,-
