name,code,close,rate,premium,tag,mtexp,fundfirm,listdate,index,avgamount,m1,y0,y1,y3,y5,scale
沪深300ETF,510300,3.784,9982,10016,宽基，大盘股,0.60%,华泰柏瑞基金,2012-05-28,沪深300指数,428763.07,9770,9760,9272,8217,12083,718.71
豆粕ETF,159985,2.334,10210,10015,商品，农产品,0.60%,华夏基金,2019-12-05,大商所豆粕期货价格指数,29076.49,11077,11612,13843,23224,10000,5.06
纳指ETF,513100,1.091,9621,10000,跨境，美国,0.80%,国泰基金,2013-05-15,纳斯达克100指数,54045.82,9638,13655,12149,12423,20461,85.5
酒ETF,512690,0.802,9950,10021,行业，食品饮料，酒,0.60%,鹏华基金,2019-05-06,中证酒指数,76716.6,10204,9435,9926,11938,10000,126.68
证券ETF,512880,0.998,10060,10039,行业，金融，证券,0.60%,国泰基金,2016-08-08,证券公司指数,159801.6,11114,11484,10860,7883,13766,329.09
科创50ETF,588000,0.912,9817,10007,宽基，中小盘，科创板,0.60%,华夏基金,2020-11-16,科创50指数,360879.29,9166,9093,8150,10000,10000,671.92
医疗ETF,512170,0.396,9875,9991,行业，医药,0.60%,华宝基金,2019-06-17,中证医疗指数,72354.45,9429,7795,7952,5564,10000,226.83
黄金ETF,518880,4.448,9964,10000,商品，黄金,0.60%,华安基金,2013-07-29,黄金9999指数,61326.6,10014,11159,11745,10966,16925,104.07
房地产ETF,512200,0.642,10142,10000,行业，金融，房地产,0.60%,南方基金,2017-09-25,房地产指数,26101.01,10372,8917,8782,6505,8735,44.15
中概互联网ETF,513050,1.036,9848,10000,跨境，中概股,0.85%,易方达基金,2017-01-18,中国互联网50指数,100542.13,10207,9952,10207,5027,7697,345.76
恒生科技指数ETF,513180,0.561,9842,10000,跨境，香港，科技,0.65%,华夏基金,2021-05-25,恒生科技指数,277842.43,10313,10219,10605,10000,10000,185.95
上证50ETF,510050,2.563,10039,10013,宽基，大盘股,0.60%,华夏基金,2005-02-23,上证50指数,213146.28,9961,9675,9466,7983,10977,576.21
纳指ETF,159941,0.822,9614,10000,跨境，美国,1.05%,广发基金,2015-07-13,纳斯达克100指数,66399.58,9637,13700,12070,12844,19609,170.26
消费ETF,159928,0.929,10000,9998,行业，消费，必选消费,0.60%,汇添富基金,2013-09-16,中证消费指数,13942.87,9904,8898,8865,8057,18536,108.93
