name,code,close,rate,premium,tag,mtexp,fundfirm,listdate,index,avgamount,m1,y0,y1,y3,y5,scale
纳指ETF,513100,1.14,10215,10000,跨境，美国,0.80%,国泰基金,2013-05-15,纳斯达克100指数,33179.0,10106,14268,13349,12899,22196,92.22
黄金ETF,518880,4.538,9965,10000,商品，黄金,0.60%,华安基金,2013-07-29,黄金9999指数,76799.22,10337,11385,11483,11717,16820,120.91
创新药ETF,159992,0.879,9876,10005,行业，医药,0.55%,银华基金,2020-04-10,CS创新药指数,40982.32,10103,9381,9204,6649,10000,85.4
半导体ETF,512480,0.872,10035,9997,行业，半导体，芯片,0.60%,国联安基金,2019-06-12,半导体指数,111419.6,10381,10583,10199,8123,10000,268.12
医疗ETF,512170,0.417,9905,9981,行业，医药,0.60%,华宝基金,2019-06-17,中证医疗指数,43712.11,9858,8209,8274,5754,10000,270.03
港股创新药ETF,513120,0.892,9900,10000,跨境，香港，医药,0.60%,广发基金,2022-07-12,港股创新药港币指数,193880.02,10494,9093,9759,10000,10000,40.66
豆粕ETF,159985,2.322,10069,9984,商品，农产品,0.60%,华夏基金,2019-12-05,大商所豆粕期货价格指数,8309.75,10646,11552,12633,19983,10000,9.25
酒ETF,512690,0.747,9907,9983,行业，食品饮料，酒,0.60%,鹏华基金,2019-05-06,中证酒指数,37657.12,9727,8788,10013,9000,10000,134.54
证券ETF,512880,0.97,9949,9998,行业，金融，证券,0.60%,国泰基金,2016-08-08,证券公司指数,111548.24,10308,11162,11162,8193,12780,316.75
沪深300ETF,510300,3.65,9986,10004,宽基，大盘股,0.60%,华泰柏瑞基金,2012-05-28,沪深300指数,298680.15,9679,9414,9634,7674,12098,1200.4
恒生科技指数ETF,513180,0.542,10093,10000,跨境，香港，科技,0.65%,华夏基金,2021-05-25,恒生科技指数,210698.83,9783,9872,11631,10000,10000,215.86
科创50ETF,588000,0.937,10064,9985,宽基，中小盘，科创板,0.60%,华夏基金,2020-11-16,科创50指数,275801.85,9936,9342,8765,10000,10000,946.73
恒生医疗ETF,513060,0.503,9921,10000,跨境，香港，医药，医疗保健,0.65%,博时基金,2021-03-29,恒生医疗保健指数,157880.42,10286,8397,9349,10000,10000,131.11
光伏ETF,515790,0.95,10096,10025,主题，光伏，新兴产业,0.60%,华泰柏瑞基金,2020-12-18,光伏产业指数,51166.64,9434,6914,6153,10000,10000,136.18
医药ETF,512010,0.435,9886,9990,行业，医药,0.60%,易方达基金,2013-10-28,300医药指数,53305.14,9954,9100,9315,6386,11131,205.11
煤炭ETF,515220,2.257,10000,9995,行业，煤炭，资源,0.60%,国泰基金,2020-03-02,中证煤炭指数,16588.09,10130,10601,9442,20066,10000,26.93
创业板ETF,159915,1.958,10015,10003,宽基，中小盘,0.60%,易方达基金,2011-12-09,创业板指,117168.41,9949,8591,8403,7511,15004,397.92
中概互联网ETF,513050,0.998,10060,10000,跨境，中概股,0.85%,易方达基金,2017-01-18,中国互联网50指数,50669.26,9587,9587,10801,4768,8747,348.42
通信ETF,515880,1.076,10267,10003,行业，TMT，通信,0.60%,国泰基金,2019-09-06,通信设备指数,17838.68,9590,13074,12325,9531,10000,25.79
消费ETF,159928,0.895,9956,10004,行业，消费，必选消费,0.60%,汇添富基金,2013-09-16,中证消费指数,10893.73,9890,8573,9391,7637,20090,104.58
芯片ETF,159995,1.006,10010,9994,行业，半导体，芯片,0.60%,华夏基金,2020-02-10,国证芯片指数,47084.75,10307,10060,9608,8383,10000,266.56
芯片ETF,512760,0.977,10031,9999,行业，半导体，芯片,0.60%,国泰基金,2019-06-12,中华半导体人民币指数,34225.34,10339,10460,10031,8266,10000,180.01
恒生互联网ETF,513330,0.391,10130,10000,跨境，香港，互联网,0.65%,华夏基金,2021-02-08,恒生互联网科技业指数,191218.15,9376,8445,9799,10000,10000,289.22
创业板50ETF,159949,0.839,10000,9995,宽基，中小盘,0.60%,华安基金,2016-07-22,创业板50指数,46584.59,9917,8154,7968,7538,17018,180.13
上证50ETF,510050,2.484,9976,10003,宽基，大盘股,0.60%,华夏基金,2005-02-23,上证50指数,132146.66,9587,9377,9860,7510,10779,643.34
标普500ETF,513500,1.513,10134,10000,跨境，美国,0.85%,博时基金,2014-01-15,标准普尔500指数,11219.77,10020,12056,11299,13668,16839,75.86
游戏ETF,159869,1.115,10081,9991,主题，游戏,0.60%,华夏基金,2021-03-05,动漫游戏指数,41283.51,10440,14613,15007,10000,10000,60.62
人工智能ETF,159819,0.782,10143,9978,主题，新兴产业，人工智能,0.20%,易方达基金,2020-09-23,CS人工智能指数,22032.18,9911,11620,11416,7836,10000,40.79
军工ETF,512660,1.006,10307,10000,行业，军工,0.60%,国泰基金,2016-08-08,中证军工指数,25123.61,10100,9349,8643,9739,15242,97.39
恒生科技ETF,513130,0.538,10075,10000,跨境，香港，科技,0.25%,华泰柏瑞基金,2021-06-01,恒生科技指数,150859.6,9872,9835,11570,10000,10000,134.26
汽车ETF,516110,1.039,9914,9990,行业，汽车,0.60%,国泰基金,2021-05-07,800汽车指数,12039.85,9603,10678,10277,10000,10000,14.91
中概互联ETF,159605,0.752,10094,10000,跨境，中概股,0.60%,广发基金,2021-12-02,中国互联网30人民币指数,70334.22,9543,9353,11463,10000,10000,81.62
中证1000ETF,512100,2.474,10102,10008,宽基，中小盘,0.60%,南方基金,2016-11-04,中证1000指数,79259.78,10081,9868,9329,9672,16092,121.13
旅游ETF,159766,0.751,10054,9996,主题，旅游,0.60%,富国基金,2021-07-23,中证旅游指数,6111.13,9690,6652,7242,10000,10000,37.49
新能源车ETF,515030,1.277,9992,9993,主题，新兴产业，新能源车,0.60%,华夏基金,2020-03-04,CS新能车指数,13783.77,9704,7610,6775,9466,10000,95.71
新能源ETF,516160,0.692,10044,10011,主题，新能源，新兴产业,0.20%,南方基金,2021-02-04,中证新能指数,19033.28,9545,7011,6251,10000,10000,64.58
恒生ETF,159920,1.044,10019,10000,跨境，香港,0.75%,华夏基金,2012-10-22,香港恒生指数,57924.06,9508,9305,10545,7489,7549,156.62
日经ETF,513520,1.192,10008,10000,跨境，日本,0.25%,华夏基金,2019-06-25,日经225指数,3245.05,9835,11618,11235,10110,10000,5.05
创业板成长ETF,159967,0.429,10047,9985,策略，动量，成长,0.60%,华夏基金,2019-07-15,创成长指数,10992.26,9772,7620,7384,7661,10000,42.08
恒生科技30ETF,513010,0.553,10091,10000,跨境，香港，科技,0.25%,易方达基金,2021-05-25,恒生科技指数,36795.08,9788,9964,11691,10000,10000,50.98
纳指ETF,159941,0.86,10214,10000,跨境，美国,1.05%,广发基金,2015-07-13,纳斯达克100指数,39374.53,10094,14333,13333,14025,21436,157.21
红利低波ETF,512890,0.919,10033,9998,策略，红利,0.60%,华泰柏瑞基金,2019-01-18,红利低波指数,8582.33,9694,11235,11153,13223,10000,26.4
红利ETF,510880,2.978,10017,10002,策略，红利,0.60%,华泰柏瑞基金,2007-01-18,红利指数,17469.02,9732,10920,10703,11802,14072,161.7
恒生医药ETF,159892,0.615,9951,10000,跨境，香港，生物科技,0.65%,华夏基金,2021-10-19,恒生香港上市生物科技指数,45530.26,10531,8786,9746,10000,10000,20.97
生物医药ETF,512290,1.176,9899,10000,行业，医药，生物科技,0.60%,国泰基金,2019-05-20,CS生医指数,13497.88,10262,9727,9431,6144,10000,53.23
上证指数ETF,510210,0.811,10012,9987,宽基，综合,0.60%,富国基金,2011-03-25,上证指数,16344.36,9748,10281,10292,9914,14485,61.94
房地产ETF,512200,0.573,10000,10000,行业，金融，房地产,0.60%,南方基金,2017-09-25,房地产指数,23507.42,9534,7958,7914,6290,7817,46.64
