name,code,close,rate,premium,tag,mtexp,fundfirm,listdate,index,avgamount,m1,y0,y1,y3,y5,scale
纳指ETF,513100,1.147,9862,10000,跨境，美国,0.80%,国泰基金,2013-05-15,纳斯达克100指数,55023.86,10475,14355,13400,14900,21973,62.11
豆粕ETF,159985,2.121,10071,10000,商品，农产品,0.60%,华夏基金,2019-12-05,大商所豆粕期货价格指数,9431.04,11157,10552,14102,20876,10000,5.06
沪深300ETF,510300,3.888,9928,10001,宽基，大盘股,0.60%,华泰柏瑞基金,2012-05-28,沪深300指数,192150.28,9863,10028,9118,8596,11848,670.98
酒ETF,512690,0.777,9974,9982,行业，食品饮料，酒,0.60%,鹏华基金,2019-05-06,中证酒指数,56822.13,9712,9141,8952,12622,10000,126.68
通信ETF,515880,1.198,9485,9967,行业，TMT，通信,0.60%,国泰基金,2019-09-06,通信设备指数,19267.87,8719,14557,12558,9508,10000,19.35
科创50ETF,588000,1.007,9882,10016,宽基，中小盘，科创板,0.60%,华夏基金,2020-11-16,科创50指数,206060.97,9146,10040,8927,10000,10000,671.92
光伏ETF,515790,1.174,9932,9988,主题，光伏，新兴产业,0.60%,华泰柏瑞基金,2020-12-18,光伏产业指数,49125.52,9639,8544,6802,10000,10000,167.47
医疗ETF,512170,0.414,9976,10000,行业，医药,0.60%,华宝基金,2019-06-17,中证医疗指数,37547.53,9452,8150,7340,5820,10000,190.7
创业板ETF,159915,2.103,9896,9997,宽基，中小盘,0.60%,易方达基金,2011-12-09,创业板指,122567.77,9516,9228,7847,8054,13700,390.03
创业板50ETF,159949,0.912,9892,9999,宽基，中小盘,0.60%,华安基金,2016-07-22,创业板50指数,45844.13,9480,8863,7512,8604,15484,175.15
半导体ETF,512480,0.887,9812,10003,行业，半导体，芯片,0.60%,国联安基金,2019-06-12,半导体指数,137657.72,9406,10765,9487,7637,10000,194.83
煤炭ETF,515220,2.114,10043,10009,行业，煤炭，资源,0.60%,国泰基金,2020-03-02,中证煤炭指数,9578.05,10486,9930,8862,19913,10000,38.64
中概互联网ETF,513050,1.023,9922,10000,跨境，中概股,0.85%,易方达基金,2017-01-18,中国互联网50指数,83393.17,9780,9827,9118,5404,6708,345.76
军工ETF,512660,1.07,9808,9991,行业，军工,0.60%,国泰基金,2016-08-08,中证军工指数,26503.84,9701,9944,8778,9727,15028,109.42
