,nlmy,jchg,gt,ysjs,dz,jydq,spyl,fzfs,qgzz,yysw,gysy,jtys,fdc,smls,shfw,zh,jzcl,jzzs,dlsb,gfjg,jsj,cm,tx,yx,fyjr,qc,jxsb,ms,sysh,hb,mrhl
name,农林牧渔,基础化工,钢铁,有色金属,电子,家用电器,食品饮料,纺织服饰,轻工制造,医药生物,公用事业,交通运输,房地产,商贸零售,社会服务,综合,建筑材料,建筑装饰,电力设备,国防军工,计算机,传媒,通信,银行,非银金融,汽车,机械设备,煤炭,石油石化,环保,美容护理
code,801010,801030,801040,801050,801080,801110,801120,801130,801140,801150,801160,801170,801180,801200,801210,801230,801710,801720,801730,801740,801750,801760,801770,801780,801790,801880,801890,801950,801960,801970,801980
open,3006.84,3713.14,2222.38,4534.19,3905.35,7232.20,20982.94,1622.99,2280.27,8415.65,2379.26,2235.66,2573.18,2217.78,10003.39,2735.67,5313.75,2200.88,8775.34,1545.33,4846.06,733.60,2706.44,3050.26,1513.62,5828.99,1573.57,2586.75,2300.79,1795.50,6117.04
close,3008.38,3745.60,2223.84,4545.62,3876.76,7155.50,20954.89,1621.34,2275.32,8420.03,2375.83,2233.31,2568.62,2251.29,10064.54,2732.30,5331.31,2212.22,8949.60,1547.05,4811.26,741.71,2670.30,3043.05,1500.94,5767.66,1562.73,2576.91,2284.52,1798.47,6081.34
low,2998.12,3713.03,2217.55,4534.15,3860.86,7117.14,20906.26,1617.11,2263.71,8396.89,2361.50,2221.04,2560.83,2216.92,9983.03,2726.16,5311.08,2196.01,8772.56,1537.16,4795.51,727.33,2652.67,3036.54,1497.39,5753.26,1557.17,2570.09,2276.55,1790.29,6065.43
high,3042.11,3756.67,2233.23,4595.46,3913.55,7243.57,21158.21,1626.80,2281.93,8481.41,2393.70,2238.60,2584.62,2276.02,10092.38,2746.29,5364.43,2214.08,9018.35,1558.20,4855.67,742.31,2712.99,3057.65,1515.83,5881.93,1576.75,2593.50,2308.19,1799.84,6159.67
amount,13414.11,28510.01,2607.62,36546.92,60852.62,13667.54,19128.20,4036.98,9284.89,36681.27,26906.67,11277.30,10227.30,14340.96,8373.16,1041.33,5513.30,14773.60,76512.26,22605.36,66080.70,36373.33,37839.08,7711.05,16562.97,55427.09,48423.18,5803.29,4482.92,5577.48,2121.14
number,1516.14,2434.51,661.04,3034.06,4205.50,1089.02,644.54,543.04,838.66,2053.17,3697.50,1500.44,3053.52,1122.23,802.88,168.54,558.04,1874.41,3487.31,1279.57,3661.65,3313.14,1861.38,1328.57,1577.41,3980.41,3848.91,710.00,643.97,649.71,130.87
