fund_id,fund_nm,index_id,fee,m_fee,t_fee,creation_unit,issuer_nm,urls,eval_flg,ex_dt,ex_info,amount,amount_notes,unit_total,unit_incr,price,volume,last_dt,last_time,increase_rt,estimate_value,last_est_time,discount_rt,fund_nav,nav_dt,index_nm,index_increase_rt,idx_price_dt,owned,holded,pe,pb
159601,A50,-,0.60,0.50,0.10,260.0,华夏基金,https://www.chinaamc.com/fund/159601/index.shtml,Y,,,537919,,40.99,0.18,0.762,6739.94,2023-09-18,15:14:15,0.53,0.7631,15:37:50,-0.14,0.7570,2023-09-15,中国A50互联互通,0.80,2023-09-18,0,0,-,-
159602,中国A50,-,0.60,0.50,0.10,200.0,南方基金,http://www.nffund.com/main/jjcp/fundproduct/159602.shtml,Y,,,191254,,14.55,-0.32,0.761,1552.59,2023-09-18,15:14:18,0.79,0.7611,15:37:50,-0.02,0.7551,2023-09-15,中国A50互联互通,0.80,2023-09-18,0,0,-,-
159603,双创天弘,-,0.60,0.50,0.10,100.0,天弘基金,http://www.thfund.com.cn/fundinfo/159603,Y,,,241607,,18.97,0.02,0.785,329.67,2023-09-18,15:14:36,0.00,0.7860,15:37:50,-0.13,0.7856,2023-09-15,科创创业50,0.05,2023-09-18,0,0,-,-
159606,500成长,-,0.60,0.50,0.10,100.0,易方达,https://www.efunds.com.cn/fund/159606.shtml,Y,,,62522,,4.91,0.00,0.785,459.37,2023-09-18,15:14:30,0.38,0.7852,15:37:50,-0.02,0.7812,2023-09-15,500质量,0.51,2023-09-18,0,0,-,-
159608,稀有金属,-,0.60,0.50,0.10,80.0,广发基金,http://www.gffunds.com.cn/funds/?fundcode=159608&fromSearch=1,Y,,,42241,,2.56,0.02,0.606,1270.24,2023-09-18,15:14:36,0.83,0.6066,15:37:50,-0.10,0.5994,2023-09-15,CS稀金属,1.20,2023-09-18,0,0,-,-
159609,光伏龙头,-,0.60,0.50,0.10,0.0,浦银安盛,https://www.py-axa.com/productDetails?fundCode=159609,Y,,,48690,,2.83,0.03,0.582,853.41,2023-09-18,15:14:12,0.69,0.5801,15:37:50,0.32,0.5764,2023-09-15,光伏产业,0.65,2023-09-18,0,0,-,-
159610,500增强,000905,0.60,0.50,0.10,100.0,景顺长城,http://www.igwfmc.com/main/jjcp/product/159610/detail.html,Y,,,58657,,4.69,-0.01,0.800,2077.42,2023-09-18,15:14:15,0.13,0.8011,15:37:50,-0.13,0.7990,2023-09-15,中证500,0.26,2023-09-18,0,0,-,-
159611,电力ETF,-,0.60,0.50,0.10,80.0,广发基金,http://www.gffunds.com.cn/funds/?fundcode=159611&fromSearch=1,Y,,,270636,,24.06,-0.20,0.889,5182.23,2023-09-18,15:14:39,-0.45,0.8891,15:37:50,-0.01,0.8918,2023-09-15,电力指数,-0.30,2023-09-18,0,0,-,-
159613,嘉实信安,399994,0.60,0.50,0.10,100.0,嘉实基金,https://www.jsfund.cn/main/fund/159613/fundManager.shtml,Y,,,11159,,0.92,0.01,0.826,393.82,2023-09-18,15:14:39,-0.36,0.8258,15:37:50,0.02,0.8294,2023-09-15,信息安全,-0.43,2023-09-18,0,0,-,-
159616,农牧ETF,-,0.60,0.50,0.10,100.0,建信基金,https://www.ccbfund.cn/fund_info/info.jspx?fundCode=159616,Y,,,11956,,0.90,0.00,0.750,444.02,2023-09-18,15:14:45,0.13,0.7526,15:37:50,-0.35,0.7491,2023-09-15,农牧主题,0.47,2023-09-18,0,0,-,-
