name,code,close,rate,premium,tag,mtexp,fundfirm,listdate,index,avgamount,m1,y0,y1,y3,y5,scale
纳指ETF,513100,1.109,9911,10000,跨境，美国,0.80%,国泰基金,2013-05-15,纳斯达克100指数,52199.11,10027,13880,12254,13849,20744,85.5
酒ETF,512690,0.835,9952,10000,行业，食品饮料，酒,0.60%,鹏华基金,2019-05-06,中证酒指数,66540.36,10929,9824,9964,13646,10000,126.68
豆粕ETF,159985,2.19,10014,9984,商品，农产品,0.60%,华夏基金,2019-12-05,大商所豆粕期货价格指数,9128.47,10917,10896,13756,21834,10000,5.06
证券ETF,512880,1.074,10199,10010,行业，金融，证券,0.60%,国泰基金,2016-08-08,证券公司指数,246935.67,12067,12359,12040,8544,14834,329.09
沪深300ETF,510300,4.045,10012,9996,宽基，大盘股,0.60%,华泰柏瑞基金,2012-05-28,沪深300指数,494971.79,10458,10433,9756,8872,12654,718.71
医疗ETF,512170,0.42,10024,9963,行业，医药,0.60%,华宝基金,2019-06-17,中证医疗指数,79539.27,10145,8268,7940,5728,10000,226.83
科创50ETF,588000,1.003,10020,9997,宽基，中小盘，科创板,0.60%,华夏基金,2020-11-16,科创50指数,219574.51,9672,10000,8235,10000,10000,671.92
黄金ETF,518880,4.396,9966,10000,商品，黄金,0.60%,华安基金,2013-07-29,黄金9999指数,36134.03,10085,11029,11611,10041,16539,104.07
房地产ETF,512200,0.679,10044,10000,行业，金融，房地产,0.60%,南方基金,2017-09-25,房地产指数,38542.26,11059,9431,9523,7080,9163,44.15
恒生科技指数ETF,513180,0.595,10034,10000,跨境，香港，科技,0.65%,华夏基金,2021-05-25,恒生科技指数,191569.58,11121,10838,10721,10000,10000,185.95
中概互联网ETF,513050,1.088,10055,10000,跨境，中概股,0.85%,易方达基金,2017-01-18,中国互联网50指数,85762.39,10826,10451,10594,5554,7550,345.76
通信ETF,515880,1.152,9863,9996,行业，TMT，通信,0.60%,国泰基金,2019-09-06,通信设备指数,26721.15,9049,13998,11852,8944,10000,32.82
半导体ETF,512480,0.87,10035,10000,行业，半导体，芯片,0.60%,国联安基金,2019-06-12,半导体指数,111781.91,9710,10558,8192,7305,10000,247.29
医药ETF,512010,0.427,10023,10005,行业，医药,0.60%,易方达基金,2013-10-28,300医药指数,95492.82,10143,8933,8540,5759,9816,185.87
上证50ETF,510050,2.706,9989,9993,宽基，大盘股,0.60%,华夏基金,2005-02-23,上证50指数,236568.66,10658,10215,9798,8525,11462,576.21
光伏ETF,515790,1.169,10121,10015,主题，光伏，新兴产业,0.60%,华泰柏瑞基金,2020-12-18,光伏产业指数,45587.12,9824,8508,6684,10000,10000,164.95
标普500ETF,513500,1.521,9948,10000,跨境，美国,0.85%,博时基金,2014-01-15,标准普尔500指数,15040.04,10126,12120,11514,13834,16788,71.88
煤炭ETF,515220,2.139,10289,10054,行业，煤炭，资源,0.60%,国泰基金,2020-03-02,中证煤炭指数,11651.16,10009,10047,8948,20950,10000,38.25
恒生科技ETF,513130,0.593,10017,10000,跨境，香港，科技,0.25%,华泰柏瑞基金,2021-06-01,恒生科技指数,165318.35,11147,10841,10665,10000,10000,91.5
消费ETF,159928,0.976,9990,9988,行业，消费，必选消费,0.60%,汇添富基金,2013-09-16,中证消费指数,18780.79,10540,9349,9130,8956,18669,108.93
创业板ETF,159915,2.184,10046,10001,宽基，中小盘,0.60%,易方达基金,2011-12-09,创业板指,126717.65,10312,9583,8355,8220,15316,390.03
创业板50ETF,159949,0.955,10053,10006,宽基，中小盘,0.60%,华安基金,2016-07-22,创业板50指数,55112.42,10403,9281,8059,8714,17332,175.15
恒生互联网ETF,513330,0.455,10022,10000,跨境，香港，互联网,0.65%,华夏基金,2021-02-08,恒生互联网科技业指数,211327.8,11071,9827,9764,10000,10000,289.87
银行ETF,512800,1.146,9991,10005,行业，金融，银行,0.60%,华宝基金,2017-08-03,中证银行指数,20653.88,10761,10631,10998,10873,12217,77.45
恒生医疗ETF,513060,0.494,10020,10000,跨境，香港，医药，医疗保健,0.65%,博时基金,2021-03-29,恒生医疗保健指数,179047.23,10165,8247,8837,10000,10000,98.11
养殖ETF,159865,0.707,10057,9992,行业，畜牧养殖,0.60%,国泰基金,2021-03-08,中证畜牧指数,17396.91,10173,9029,8518,10000,10000,57.95
新能源车ETF,515030,1.535,10026,10016,主题，新兴产业，新能源车,0.60%,华夏基金,2020-03-04,CS新能车指数,26358.66,10119,9148,6813,13841,10000,116.5
人工智能ETF,159819,0.867,9966,9989,主题，新兴产业，人工智能,0.20%,易方达基金,2020-09-23,CS人工智能指数,27514.51,9559,12883,11115,10000,10000,38.84
创新药ETF,159992,0.821,10037,10009,行业，医药,0.55%,银华基金,2020-04-10,CS创新药指数,46934.5,10049,8762,8251,5338,10000,77.31
电力ETF,159611,0.925,10033,9997,行业，电力,0.60%,广发基金,2022-01-07,电力指数,11602.24,9799,10718,10452,10000,10000,36.52
纳指ETF,159941,0.835,9905,10000,跨境，美国,1.05%,广发基金,2015-07-13,纳斯达克100指数,51163.47,10000,13917,12190,13843,19938,170.26
军工ETF,512660,1.05,10000,10004,行业，军工,0.60%,国泰基金,2016-08-08,中证军工指数,33833.42,9537,9758,8407,8407,15533,103.31
恒生ETF,159920,1.139,10026,10000,跨境，香港,0.75%,华夏基金,2012-10-22,香港恒生指数,51542.27,10402,10152,10355,8326,7558,159.88
游戏ETF,159869,1.207,10126,10018,主题，游戏,0.60%,华夏基金,2021-03-05,动漫游戏指数,65132.97,9062,15819,15278,10000,10000,80.38
能源化工ETF,159981,1.575,10025,10000,商品，化工,0.60%,建信基金,2020-01-17,易盛能化A,1573.09,10563,10417,10514,18124,10000,4.28
德国ETF,513030,1.238,10016,10000,跨境，德国,1.00%,华安基金,2014-09-05,德国DAX指数,3062.9,10206,11985,13114,11316,11004,4.29
香港证券ETF,513090,1.232,10107,10032,跨境，香港,0.20%,易方达基金,2020-03-26,香港证券港元指数,193655.95,11503,11460,11612,9455,10000,15.32
券商ETF,512000,1.03,10208,10018,行业，金融，证券,0.60%,华宝基金,2016-09-14,证券公司指数,161310.37,12089,12380,12047,8590,14971,238.4
日经ETF,513520,1.228,10024,10000,跨境，日本,0.25%,华夏基金,2019-06-25,日经225指数,2783.9,9911,11969,11808,11423,10000,4.36
旅游ETF,159766,0.942,10184,9992,主题，旅游,0.60%,富国基金,2021-07-23,中证旅游指数,16386.48,10386,8344,9854,10000,10000,29.51
芯片ETF,159995,1.028,10019,10009,行业，半导体，芯片,0.60%,华夏基金,2020-02-10,国证芯片指数,47291.41,9781,10280,8006,7666,10000,249.82
新能源ETF,516160,0.858,10070,10011,主题，新能源，新兴产业,0.20%,南方基金,2021-02-04,中证新能指数,17134.13,10094,8693,6595,10000,10000,64.43
