name,code,close,rate,premium,tag,mtexp,fundfirm,listdate,index,avgamount,m1,y0,y1,y3,y5,scale
黄金ETF,518880,4.46,10125,10000,商品，黄金,0.60%,华安基金,2013-07-29,黄金9999指数,70264.19,9807,11189,11697,11283,16349,104.07
纳指ETF,513100,1.111,9902,10000,跨境，美国,0.80%,国泰基金,2013-05-15,纳斯达克100指数,41262.44,9729,13905,13699,12113,21742,85.5
豆粕ETF,159985,2.224,10036,9995,商品，农产品,0.60%,华夏基金,2019-12-05,大商所豆粕期货价格指数,12169.08,9586,11065,12321,19734,10000,5.06
创新药ETF,159992,0.864,9886,10012,行业，医药,0.55%,银华基金,2020-04-10,CS创新药指数,39357.89,10640,9221,9371,6211,10000,77.31
煤炭ETF,515220,2.268,10139,10008,行业，煤炭，资源,0.60%,国泰基金,2020-03-02,中证煤炭指数,12787.79,9822,10653,9096,20542,10000,38.25
医疗ETF,512170,0.417,9835,10014,行业，医药,0.60%,华宝基金,2019-06-17,中证医疗指数,53215.33,10246,8209,8176,5580,10000,226.83
通信ETF,515880,1.091,9855,9997,行业，TMT，通信,0.60%,国泰基金,2019-09-06,通信设备指数,13831.83,10254,13256,12850,9357,10000,32.82
科创50ETF,588000,0.916,9807,9997,宽基，中小盘，科创板,0.60%,华夏基金,2020-11-16,科创50指数,242809.67,9860,9133,9178,10000,10000,671.92
半导体ETF,512480,0.815,9714,9998,行业，半导体，芯片,0.60%,国联安基金,2019-06-12,半导体指数,108080.81,9831,9891,10277,7878,10000,247.29
沪深300ETF,510300,3.693,9885,9991,宽基，大盘股,0.60%,华泰柏瑞基金,2012-05-28,沪深300指数,375915.39,9752,9525,9610,7931,12540,718.71
酒ETF,512690,0.741,9867,10010,行业，食品饮料，酒,0.60%,鹏华基金,2019-05-06,中证酒指数,47320.77,9228,8718,9464,10323,10000,126.68
恒生科技指数ETF,513180,0.526,9777,10000,跨境，香港，科技,0.65%,华夏基金,2021-05-25,恒生科技指数,173827.73,9359,9581,11767,10000,10000,185.95
医药ETF,512010,0.428,9839,9982,行业，医药,0.60%,易方达基金,2013-10-28,300医药指数,59004.19,10264,8954,8880,6032,11008,185.87
中概互联网ETF,513050,1.002,9901,10000,跨境，中概股,0.85%,易方达基金,2017-01-18,中国互联网50指数,64974.0,9691,9625,10637,4841,8653,345.76
光伏ETF,515790,0.967,9787,10006,主题，光伏，新兴产业,0.60%,华泰柏瑞基金,2020-12-18,光伏产业指数,37073.46,9758,7038,6113,10000,10000,164.95
上证50ETF,510050,2.543,9910,9993,宽基，大盘股,0.60%,华夏基金,2005-02-23,上证50指数,152149.6,9796,9600,9825,7738,11156,576.21
军工ETF,512660,0.973,9918,10006,行业，军工,0.60%,国泰基金,2016-08-08,中证军工指数,24450.51,9447,9043,8657,8558,15371,103.31
恒生医疗ETF,513060,0.476,9855,10000,跨境，香港，医药，医疗保健,0.65%,博时基金,2021-03-29,恒生医疗保健指数,118693.69,9979,7947,10106,10000,10000,98.11
日经ETF,513520,1.177,9841,10000,跨境，日本,0.25%,华夏基金,2019-06-25,日经225指数,3468.12,9416,11472,11901,10652,10000,4.36
标普500ETF,513500,1.496,9993,10000,跨境，美国,0.85%,博时基金,2014-01-15,标准普尔500指数,12678.5,9664,11920,12065,13606,17010,71.88
芯片ETF,159995,0.949,9733,10003,行业，半导体，芯片,0.60%,华夏基金,2020-02-10,国证芯片指数,44038.77,9855,9490,9625,7981,10000,249.82
纳指ETF,159941,0.839,9906,10000,跨境，美国,1.05%,广发基金,2015-07-13,纳斯达克100指数,40625.02,9733,13983,13709,12809,20912,170.26
